episode,reward,steps,td_error,epsilon,success,invalid_actions,wrapper_penalty,wrapper_bonus,blocked_actions,transformed_actions,risky_action_ratio,useful_actions_ratio
2082,-28.5,31,1.8751412328901942,0.3530094906266224,1,1,19.5,10.0,0,0,0.0968,1.0
2083,-12.0,20,1.940422727536297,0.3528329858813091,1,1,14.0,10.0,0,0,0.15,1.0
2084,-13.0,15,0.8453476520122061,0.3526565693883685,1,2,16.0,15.0,0,0,0.2667,1.0
2085,-21.0,17,0.64993081203946,0.3524802411036743,1,2,17.0,10.0,0,0,0.2353,1.0
2086,-6.0,16,2.3046064499187584,0.3523040009831225,1,1,12.0,10.0,0,0,0.1875,1.0
2087,-30.0,23,1.4963531309188804,0.35212784898263094,1,2,20.0,10.0,0,0,0.1739,1.0
2088,-70.5,23,3.435458413657612,0.3519517850581396,1,5,33.5,10.0,0,0,0.3043,1.0
2089,-7.5,17,0.8726519107153469,0.3517758091656106,1,1,12.5,10.0,0,0,0.1765,1.0
2090,-22.5,18,2.7921200334264387,0.3515999212610278,1,2,17.5,10.0,0,0,0.2222,1.0
2091,0.0,21,1.4695493224088296,0.3514241213003973,1,0,10.0,10.0,0,0,0.0952,1.0
2092,-6.0,16,0.2544383931577367,0.3512484092397471,1,1,12.0,10.0,0,0,0.1875,1.0
2093,-3.0,23,0.956648101517136,0.35107278503512723,1,0,11.0,10.0,0,0,0.087,1.0
2094,3.5,13,1.843506609761819,0.3508972486426097,1,1,10.5,15.0,0,0,0.2308,1.0
2095,-54.0,21,4.74688825742215,0.3507218000182884,1,4,28.0,10.0,1,1,0.3333,0.9524
2096,21.5,10,0.5484024784406192,0.35054643911827926,1,0,4.5,15.0,0,0,0.2,1.0
2097,-19.5,25,1.3885581336820285,0.35037116589872014,1,1,16.5,10.0,0,0,0.12,1.0
2098,-88.5,35,1.390055048171204,0.3501959803157708,1,5,39.5,10.0,0,0,0.2571,1.0
2099,-7.0,11,0.8226612340818558,0.35002088232561296,1,2,14.0,15.0,0,0,0.3636,1.0
2100,-31.5,24,2.471889485759223,0.34984587188445015,1,2,20.5,10.0,1,1,0.2083,0.9583
2101,-27.0,21,1.0845661207555792,0.349670948948508,1,2,19.0,10.0,1,1,0.2381,0.9524
2102,-54.0,21,2.098896728541901,0.34949611347403375,1,4,28.0,10.0,0,0,0.2857,1.0
2103,-54.0,21,1.8159349247346566,0.34932136541729675,1,4,28.0,10.0,0,0,0.2857,1.0
2104,-34.5,17,1.9143310418142097,0.34914670473458814,1,3,21.5,10.0,0,0,0.2941,1.0
2105,-48.0,26,2.3443442457660235,0.3489721313822209,1,3,26.0,10.0,1,1,0.2308,0.9615
2106,-6.0,16,1.9949321764034034,0.3487976453165298,1,1,12.0,10.0,0,0,0.3125,1.0
2107,-55.5,31,2.4405327762189093,0.34862324649387155,1,3,28.5,10.0,0,0,0.1613,1.0
2108,-7.5,17,2.096367310290612,0.3484489348706246,1,1,12.5,10.0,0,0,0.1765,1.0
2109,-6.0,16,2.051921806748772,0.3482747104031893,1,1,12.0,10.0,0,0,0.3125,1.0
2110,-21.0,26,2.8025201724982196,0.34810057304798775,1,1,17.0,10.0,0,0,0.1154,1.0
2111,-12.0,20,1.3581780721014698,0.3479265227614638,1,1,14.0,10.0,0,0,0.15,1.0
2112,-31.5,24,0.9947762771956467,0.3477525595000831,1,2,20.5,10.0,0,0,0.1667,1.0
2113,20.0,11,0.5924547970212107,0.3475786832203331,1,0,5.0,15.0,0,0,0.1818,1.0
2114,-12.0,20,1.1515115672129512,0.3474048938787229,1,1,14.0,10.0,0,0,0.15,1.0
2115,-16.5,32,2.352810889551461,0.3472311914317836,1,0,15.5,10.0,0,0,0.0625,1.0
2116,0.5,15,0.4338878513721049,0.3470575758360677,1,1,11.5,15.0,0,0,0.2,1.0
2117,14.0,15,1.9662741123913714,0.3468840470481497,1,0,7.0,15.0,0,0,0.1333,1.0
2118,-40.5,21,2.308344638206952,0.34671060502462564,1,3,23.5,10.0,0,0,0.2381,1.0
2119,-7.5,17,0.629796548327537,0.34653724972211336,1,1,12.5,10.0,0,0,0.1765,1.0
2120,-75.0,35,1.1700040704765933,0.3463639810972523,1,4,35.0,10.0,0,0,0.1714,1.0
2121,-52.5,20,1.8684516597808127,0.3461907991067037,1,4,27.5,10.0,0,0,0.3,1.0
2122,-12.0,29,2.531834752497744,0.34601770370715035,1,0,14.0,10.0,0,0,0.069,1.0
2123,-9.0,18,2.4185459391259894,0.3458446948552968,1,1,13.0,10.0,0,0,0.1667,1.0
2124,-135.0,39,1.9790890216287955,0.3456717725078692,1,8,55.0,10.0,0,0,0.2564,1.0
2125,-25.5,20,1.7773403068274518,0.34549893662161524,1,2,18.5,10.0,0,0,0.2,1.0
2126,-13.0,15,1.5195648870825516,0.34532618715330443,1,2,16.0,15.0,0,0,0.2667,1.0
2127,-58.5,24,2.5622936835918373,0.3451535240597278,1,4,29.5,10.0,0,0,0.25,1.0
2128,-21.0,17,2.2267531769970503,0.34498094729769796,1,2,17.0,10.0,1,1,0.2941,0.9412
2129,-13.5,21,1.5850488012618413,0.34480845682404915,1,1,14.5,10.0,0,0,0.1429,1.0
2130,-69.0,22,2.1732591675231885,0.3446360525956371,1,5,33.0,10.0,0,0,0.3182,1.0
2131,-36.0,27,2.9971015888640427,0.3444637345693393,1,2,22.0,10.0,1,1,0.1852,0.963
2132,-31.5,24,1.8714727070502406,0.34429150270205466,1,2,20.5,10.0,0,0,0.1667,1.0
2133,-72.0,24,2.5740839623468,0.34411935695070367,1,5,34.0,10.0,0,0,0.2917,1.0
2134,-40.5,21,2.930783293302511,0.34394729727222834,1,3,23.5,10.0,0,0,0.2381,1.0
2135,15.5,14,1.4812902508462142,0.34377532362359225,1,0,6.5,15.0,0,0,0.1429,1.0
2136,3.5,13,3.235470951318712,0.3436034359617805,1,1,10.5,15.0,0,0,0.2308,1.0
2137,5.0,12,2.0906132333505156,0.34343163424379963,1,1,10.0,15.0,0,0,0.25,1.0
2138,14.0,15,0.8217462570525478,0.34325991842667775,1,0,7.0,15.0,0,0,0.1333,1.0
2139,-69.0,31,3.034618815199374,0.3430882884674644,1,4,33.0,10.0,0,0,0.1935,1.0
2140,-58.5,24,2.1784964482161775,0.3429167443232307,1,4,29.5,10.0,0,0,0.25,1.0
2141,-27.0,21,1.347538737861983,0.3427452859510691,1,2,19.0,10.0,0,0,0.1905,1.0
2142,-43.5,23,2.2702242378728026,0.3425739133080936,1,3,24.5,10.0,0,0,0.2174,1.0
2143,-96.0,31,1.7005723060671574,0.3424026263514396,1,6,42.0,10.0,0,0,0.2581,1.0
2144,-7.5,17,1.0086446584930524,0.34223142503826387,1,1,12.5,10.0,0,0,0.1765,1.0
2145,-51.0,28,0.6496935739902965,0.34206030932574477,1,3,27.0,10.0,0,0,0.1786,1.0
2146,-8.5,12,0.5139698939145582,0.3418892791710819,1,2,14.5,15.0,0,0,0.3333,1.0
2147,15.5,14,1.2583383015589609,0.3417183345314964,1,0,6.5,15.0,0,0,0.1429,1.0
2148,-31.5,24,2.480080660911978,0.3415474753642307,1,2,20.5,10.0,0,0,0.1667,1.0
2149,6.0,17,0.5663378409397327,0.3413767016265486,1,0,8.0,10.0,0,0,0.1176,1.0
2150,-22.5,18,1.6003545403128947,0.34120601327573535,1,2,17.5,10.0,0,0,0.2222,1.0
2151,-18.0,24,0.8956659582411932,0.3410354102690975,1,1,16.0,10.0,0,0,0.125,1.0
2152,-21.0,17,2.2104443234695443,0.34086489256396296,1,2,17.0,10.0,0,0,0.2353,1.0
2153,-13.0,15,2.659220852071769,0.340694460117681,1,2,16.0,15.0,0,0,0.2667,1.0
2154,18.5,12,0.4516725484053583,0.3405241128876222,1,0,5.5,15.0,0,0,0.1667,1.0
2155,-31.5,24,3.2656068148703716,0.3403538508311784,1,2,20.5,10.0,0,0,0.1667,1.0
2156,2.0,14,0.7052654286744364,0.3401836739057629,1,1,11.0,15.0,0,0,0.3571,1.0
2157,-15.0,22,2.1439153029934497,0.34001358206881,1,1,15.0,10.0,0,0,0.1364,1.0
2158,-37.5,19,2.7417903098417056,0.3398435752777756,1,3,22.5,10.0,0,0,0.2632,1.0
2159,-24.0,19,0.3919355301470732,0.33967365349013673,1,2,18.0,10.0,0,0,0.2105,1.0
2160,-76.5,27,3.811343331057808,0.3395038166633917,1,5,35.5,10.0,1,1,0.2963,0.963
2161,-22.5,27,2.2038228064166234,0.33933406475506,1,1,17.5,10.0,0,0,0.1111,1.0
2162,3.5,13,2.582086170072284,0.3391643977226825,1,1,10.5,15.0,0,0,0.2308,1.0
2163,0.5,15,1.6922233836096305,0.33899481552382116,1,1,11.5,15.0,0,0,0.3333,1.0
2164,-19.5,16,1.199838866020043,0.33882531811605926,1,2,16.5,10.0,0,0,0.375,1.0
2165,-7.5,17,2.115453467751239,0.33865590545700125,1,1,12.5,10.0,0,0,0.1765,1.0
2166,-7.5,17,1.7774720429407864,0.33848657750427275,1,1,12.5,10.0,0,0,0.1765,1.0
2167,-45.0,24,1.1018217500317327,0.3383173342155206,1,3,25.0,10.0,0,0,0.2083,1.0
2168,-24.0,28,2.0133149579050182,0.33814817554841287,1,1,18.0,10.0,0,0,0.1071,1.0
2169,-19.5,25,0.6736139472078924,0.3379791014606387,1,1,16.5,10.0,0,0,0.12,1.0
2170,-70.5,41,2.02866906876068,0.3378101119099084,1,3,33.5,10.0,1,1,0.1951,0.9756
2171,-51.0,28,2.2754011974128714,0.33764120685395344,1,3,27.0,10.0,0,0,0.1786,1.0
2172,4.5,18,1.139667825994507,0.3374723862505265,1,0,8.5,10.0,0,0,0.1111,1.0
2173,6.0,17,1.2392454665145904,0.33730365005740126,1,0,8.0,10.0,0,0,0.1176,1.0
2174,6.5,11,0.5691941076015208,0.3371349982323726,1,1,9.5,15.0,0,0,0.2727,1.0
2175,14.0,15,2.418272841628688,0.33696643073325644,1,0,7.0,15.0,0,0,0.1333,1.0
2176,-105.0,37,3.258422361271269,0.33679794751788983,1,6,45.0,10.0,0,0,0.3243,1.0
2177,-7.5,17,0.752044183452817,0.3366295485441309,1,1,12.5,10.0,0,0,0.1765,1.0
2178,20.0,11,0.5373573775654056,0.33646123376985887,1,0,5.0,15.0,0,0,0.1818,1.0
2179,-31.5,24,2.4893877567670764,0.33629300315297395,1,2,20.5,10.0,0,0,0.1667,1.0
2180,-30.0,23,1.0777575215151216,0.33612485665139746,1,2,20.0,10.0,0,0,0.1739,1.0
2181,-5.5,10,1.1423636253859655,0.3359567942230718,1,2,13.5,15.0,0,0,0.4,1.0
2182,7.5,16,1.0959840722592415,0.33578881582596026,1,0,7.5,10.0,0,0,0.125,1.0
2183,21.5,10,0.8103700978554954,0.3356209214180473,1,0,4.5,15.0,0,0,0.4,1.0
2184,-15.0,22,1.3463101318358166,0.33545311095733826,1,1,15.0,10.0,0,0,0.1364,1.0
2185,-90.0,27,1.3688474927800505,0.3352853844018596,1,6,40.0,10.0,0,0,0.2963,1.0
2186,7.5,16,1.7141633013507067,0.3351177417096587,1,0,7.5,10.0,0,0,0.125,1.0
2187,-73.5,34,1.246438412008169,0.3349501828388039,1,4,34.5,10.0,0,0,0.1765,1.0
2188,14.0,15,1.271838805634882,0.3347827077473845,1,0,7.0,15.0,0,0,0.1333,1.0
2189,-40.5,21,1.2451520387090473,0.33461531639351083,1,3,23.5,10.0,0,0,0.2381,1.0
2190,-69.0,31,3.193415155724057,0.3344480087353141,1,4,33.0,10.0,1,1,0.2258,0.9677
2191,-46.5,25,1.8975936743382655,0.33428078473094647,1,3,25.5,10.0,0,0,0.2,1.0
2192,-28.5,22,3.0058277882802003,0.33411364433858104,1,2,19.5,10.0,0,0,0.1818,1.0
2193,-31.5,24,1.2681487696798606,0.33394658751641176,1,2,20.5,10.0,0,0,0.1667,1.0
2194,7.5,16,1.9972420385404488,0.33377961422265356,1,0,7.5,10.0,0,0,0.125,1.0
2195,8.0,10,0.7306947895424937,0.33361272441554224,1,1,9.0,15.0,0,0,0.5,1.0
2196,3.5,13,0.49543789350059875,0.3334459180533345,1,1,10.5,15.0,0,0,0.2308,1.0
2197,-46.5,25,2.2674754905387413,0.33327919509430787,1,3,25.5,10.0,0,0,0.2,1.0
2198,-6.0,25,1.839847319724535,0.3331125554967607,1,0,12.0,10.0,0,0,0.08,1.0
2199,-69.0,31,2.262313151732176,0.33294599921901236,1,4,33.0,10.0,0,0,0.1935,1.0
2200,-52.5,29,2.5304513444581573,0.3327795262194029,1,3,27.5,10.0,0,0,0.1724,1.0
2201,-24.0,19,2.2314916566161638,0.3326131364562932,1,2,18.0,10.0,0,0,0.2105,1.0
2202,-90.0,36,2.7300671742961895,0.33244682988806507,1,5,40.0,10.0,1,1,0.2222,0.9722
2203,6.5,11,1.3884503580766447,0.3322806064731211,1,1,9.5,15.0,0,0,0.2727,1.0
2204,-31.5,24,2.1550097608355316,0.33211446616988455,1,2,20.5,10.0,0,0,0.1667,1.0
2205,-25.5,20,1.9030674516990331,0.3319484089367996,1,2,18.5,10.0,0,0,0.2,1.0
2206,20.0,11,0.5036887592893912,0.3317824347323312,1,0,5.0,15.0,0,0,0.1818,1.0
2207,-8.5,12,2.5680728165883346,0.33161654351496506,1,2,14.5,15.0,1,1,0.4167,0.9167
2208,-43.5,23,2.4739980884674124,0.3314507352432076,1,3,24.5,10.0,1,1,0.2609,0.9565
2209,-37.5,19,2.5998991588045035,0.331285009875586,1,3,22.5,10.0,0,0,0.2632,1.0
2210,-66.0,29,3.1079009125110875,0.33111936737064823,1,4,32.0,10.0,1,1,0.2414,0.9655
2211,7.5,16,1.7458157772723282,0.3309538076869629,1,0,7.5,10.0,0,0,0.125,1.0
2212,-45.0,24,1.9186995062511016,0.3307883307831195,1,3,25.0,10.0,0,0,0.2083,1.0
2213,21.5,10,1.043212837051067,0.33062293661772796,1,0,4.5,15.0,0,0,0.2,1.0
2214,-52.5,20,1.1366162528533896,0.3304576251494191,1,4,27.5,10.0,0,0,0.3,1.0
2215,0.0,21,2.1914049994972435,0.33029239633684443,1,0,10.0,10.0,0,0,0.1905,1.0
2216,-26.5,15,1.116625803741295,0.330127250138676,1,3,20.5,15.0,0,0,0.3333,1.0
2217,-26.5,15,2.2903011931954023,0.3299621865136067,1,3,20.5,15.0,0,0,0.3333,1.0
2218,-16.5,23,1.404895031120043,0.3297972054203499,1,1,15.5,10.0,0,0,0.1304,1.0
2219,-22.5,18,3.158480248634511,0.3296323068176397,1,2,17.5,10.0,0,0,0.2222,1.0
2220,-57.0,32,1.4083416557452777,0.3294674906642309,1,3,29.0,10.0,0,0,0.1562,1.0
2221,5.0,12,0.49113830255124863,0.3293027569188988,1,1,10.0,15.0,0,0,0.25,1.0
2222,20.0,11,0.444440072979909,0.3291381055404394,1,0,5.0,15.0,0,0,0.1818,1.0
2223,-28.5,22,2.9025738241390386,0.3289735364876692,1,2,19.5,10.0,0,0,0.1818,1.0
2224,-6.0,16,1.0551622389083195,0.3288090497194254,1,1,12.0,10.0,0,0,0.1875,1.0
2225,-7.5,17,1.9878308439402153,0.32864464519456565,1,1,12.5,10.0,0,0,0.1765,1.0
2226,-33.0,25,0.8106951821695043,0.3284803228719684,1,2,21.0,10.0,0,0,0.16,1.0
2227,-64.5,28,1.8089812083643637,0.3283160827105324,1,4,31.5,10.0,0,0,0.2143,1.0
2228,-6.0,16,1.4801814364544916,0.3281519246691772,1,1,12.0,10.0,0,0,0.1875,1.0
2229,-27.0,21,2.07567639096415,0.3279878487068426,1,2,19.0,10.0,0,0,0.1905,1.0
2230,-25.5,20,1.1712733917960938,0.3278238547824892,1,2,18.5,10.0,0,0,0.2,1.0
2231,-9.0,18,1.8614335925418604,0.327659942855098,1,1,13.0,10.0,0,0,0.2778,1.0
2232,-42.0,22,2.8915101369541674,0.3274961128836704,1,3,24.0,10.0,1,1,0.2727,0.9545
2233,-42.0,31,3.137581771209352,0.3273323648272286,1,2,24.0,10.0,1,1,0.1613,0.9677
2234,-11.5,14,1.347457042630084,0.327168698644815,1,2,15.5,15.0,0,0,0.2857,1.0
2235,5.0,12,0.5708642773008837,0.3270051142954926,1,1,10.0,15.0,0,0,0.25,1.0
2236,2.0,14,1.4065943947596093,0.32684161173834486,1,1,11.0,15.0,0,0,0.2143,1.0
2237,-10.5,19,1.2694264115964564,0.3266781909324757,1,1,13.5,10.0,0,0,0.1579,1.0
2238,-18.0,24,0.8288626963723648,0.32651485183700946,1,1,16.0,10.0,0,0,0.125,1.0
2239,-42.0,22,4.567902767914572,0.32635159441109096,1,3,24.0,10.0,1,1,0.2727,0.9545
2240,-52.5,29,1.8678201826166665,0.3261884186138854,1,3,27.5,10.0,0,0,0.1724,1.0
2241,7.5,16,2.290294539509061,0.3260253244045785,1,0,7.5,10.0,0,0,0.125,1.0
2242,-13.5,21,1.8135971351525355,0.32586231174237623,1,1,14.5,10.0,0,0,0.1429,1.0
2243,-48.0,26,2.4668577982611124,0.32569938058650505,1,3,26.0,10.0,0,0,0.1923,1.0
2244,-7.5,17,2.9274423570438177,0.3255365308962118,1,1,12.5,10.0,1,1,0.2353,0.9412
2245,5.0,12,1.1405670550949438,0.32537376263076373,1,1,10.0,15.0,0,0,0.25,1.0
2246,-28.5,22,0.9184709800442892,0.32521107574944835,1,2,19.5,10.0,0,0,0.1818,1.0
2247,-25.0,14,2.5713715146804472,0.3250484702115736,1,3,20.0,15.0,0,0,0.3571,1.0
2248,-9.0,18,1.1310398653060556,0.32488594597646786,1,1,13.0,10.0,0,0,0.1667,1.0
2249,-27.0,21,2.741065093688376,0.32472350300347963,1,2,19.0,10.0,0,0,0.1905,1.0
2250,-43.5,23,1.273557973520585,0.3245611412519779,1,3,24.5,10.0,0,0,0.2174,1.0
2251,-19.5,16,0.33233610388613155,0.32439886068135193,1,2,16.5,10.0,0,0,0.25,1.0
2252,6.0,17,1.2692307018219826,0.32423666125101125,1,0,8.0,10.0,0,0,0.1176,1.0
2253,-12.0,20,2.5513759134908582,0.3240745429203858,1,1,14.0,10.0,0,0,0.15,1.0
2254,-99.0,42,2.2684957799818957,0.3239125056489256,1,5,43.0,10.0,0,0,0.1667,1.0
2255,-13.0,15,3.8184786950997642,0.32375054939610115,1,2,16.0,15.0,1,1,0.3333,0.9333
2256,-51.0,19,1.7132262453309728,0.32358867412140313,1,4,27.0,10.0,0,0,0.3158,1.0
2257,-76.5,36,2.3624871281019555,0.3234268797843424,1,4,35.5,10.0,0,0,0.1667,1.0
2258,-15.0,22,1.5534136112790642,0.3232651663444503,1,1,15.0,10.0,0,0,0.1364,1.0
2259,-9.0,18,1.7122375988000815,0.3231035337612781,1,1,13.0,10.0,0,0,0.1667,1.0
2260,-30.0,32,2.640876025334193,0.3229419819943975,1,1,20.0,10.0,0,0,0.0938,1.0
2261,-100.5,25,1.5539908499641117,0.3227805110034003,1,7,43.5,10.0,0,0,0.36,1.0
2262,-81.0,30,2.4543957404713486,0.32261912074789867,1,5,37.0,10.0,0,0,0.2333,1.0
2263,-27.0,21,2.0517956149416303,0.32245781118752476,1,2,19.0,10.0,0,0,0.1905,1.0
2264,-42.0,22,2.1196856310709715,0.32229658228193103,1,3,24.0,10.0,0,0,0.2273,1.0
2265,7.5,16,1.1400308813891564,0.3221354339907901,1,0,7.5,10.0,0,0,0.125,1.0
2266,5.0,12,0.6525295542514759,0.3219743662737947,1,1,10.0,15.0,0,0,0.25,1.0
2267,-22.5,18,1.7973988670978842,0.3218133790906578,1,2,17.5,10.0,0,0,0.2222,1.0
2268,-54.0,30,1.713510934151312,0.3216524724011125,1,3,28.0,10.0,0,0,0.1667,1.0
2269,-6.0,25,2.9443511406671417,0.32149164616491194,1,0,12.0,10.0,0,0,0.08,1.0
2270,-133.5,38,4.757038540120098,0.3213309003418295,1,8,54.5,10.0,2,2,0.3158,0.9474
2271,-54.0,21,1.4525751222506316,0.3211702348916586,1,4,28.0,10.0,0,0,0.2857,1.0
2272,-45.0,24,2.521501943875412,0.32100964977421276,1,3,25.0,10.0,0,0,0.2083,1.0
2273,-64.5,28,1.3383089271718163,0.32084914494932565,1,4,31.5,10.0,0,0,0.2143,1.0
2274,-25.5,20,1.386677282712736,0.320688720376851,1,2,18.5,10.0,0,0,0.2,1.0
2275,-13.5,21,2.489901910901108,0.32052837601666256,1,1,14.5,10.0,0,0,0.3333,1.0
2276,2.0,14,2.126312472658716,0.32036811182865427,1,1,11.0,15.0,0,0,0.2143,1.0
2277,-24.0,19,1.881648512877585,0.32020792777273993,1,2,18.0,10.0,0,0,0.2105,1.0
2278,-13.5,21,2.590607628756287,0.3200478238088536,1,1,14.5,10.0,0,0,0.1429,1.0
2279,-6.0,16,1.687410202109481,0.3198877998969492,1,1,12.0,10.0,0,0,0.1875,1.0
2280,-51.0,28,2.9360991023405276,0.31972785599700076,1,3,27.0,10.0,0,0,0.1786,1.0
2281,-25.5,20,2.203275875925506,0.31956799206900227,1,2,18.5,10.0,0,0,0.2,1.0
2282,-24.0,19,1.2480879709257524,0.31940820807296777,1,2,18.0,10.0,0,0,0.2105,1.0
2283,-57.0,32,1.1799825902411958,0.3192485039689313,1,3,29.0,10.0,0,0,0.1562,1.0
2284,-16.5,23,1.2422895070518771,0.3190888797169468,1,1,15.5,10.0,0,0,0.1304,1.0
2285,-15.0,22,0.45081250843452225,0.3189293352770884,1,1,15.0,10.0,0,0,0.1364,1.0
2286,-43.5,23,2.5777748424388083,0.31876987060944983,1,3,24.5,10.0,0,0,0.2174,1.0
2287,14.0,15,1.3566490436199752,0.3186104856741451,1,0,7.0,15.0,0,0,0.1333,1.0
2288,-82.5,31,2.6650745318556424,0.31845118043130805,1,5,37.5,10.0,1,1,0.2581,0.9677
2289,1.5,20,1.3642718605634738,0.3182919548410924,1,0,9.5,10.0,0,0,0.1,1.0
2290,-3.0,23,1.1848971880759596,0.3181328088636719,1,0,11.0,10.0,0,0,0.087,1.0
2291,-22.5,27,3.011817565673977,0.3179737424592401,1,1,17.5,10.0,0,0,0.1111,1.0
2292,-112.5,33,2.3655881108006827,0.3178147555880105,1,7,47.5,10.0,1,1,0.303,0.9697
2293,-11.5,14,2.599410818253183,0.3176558482102165,1,2,15.5,15.0,1,1,0.3571,0.9286
2294,5.0,12,2.0352853741415338,0.3174970202861114,1,1,10.0,15.0,0,0,0.25,1.0
2295,-12.0,20,0.8577868626439775,0.31733827177596835,1,1,14.0,10.0,0,0,0.15,1.0
2296,-3.0,23,0.8939062344205595,0.3171796026400804,1,0,11.0,10.0,0,0,0.087,1.0
2297,6.0,17,1.468170952276515,0.3170210128387604,1,0,8.0,10.0,0,0,0.1176,1.0
2298,-48.0,26,2.2889383733038167,0.31686250233234103,1,3,26.0,10.0,0,0,0.2692,1.0
2299,3.0,19,1.509650390204005,0.3167040710811749,1,0,9.0,10.0,0,0,0.2105,1.0
2300,-13.0,15,1.0455519519039655,0.31654571904563433,1,2,16.0,15.0,0,0,0.2667,1.0
2301,-37.0,13,0.7236982987985753,0.31638744618611153,1,4,24.0,15.0,0,0,0.4615,1.0
2302,-15.0,22,1.3291046016999213,0.3162292524630185,1,1,15.0,10.0,0,0,0.1364,1.0
2303,-19.5,16,1.1922110256045273,0.316071137836787,1,2,16.5,10.0,0,0,0.25,1.0
2304,-46.5,25,2.975108201355518,0.3159131022678686,1,3,25.5,10.0,0,0,0.2,1.0
2305,-1.5,22,2.0842963107531185,0.3157551457167347,1,0,10.5,10.0,0,0,0.0909,1.0
2306,-30.0,23,1.7942979466596187,0.31559726814387634,1,2,20.0,10.0,1,1,0.2174,0.9565
2307,1.5,20,1.636960046582201,0.3154394695098044,1,0,9.5,10.0,0,0,0.1,1.0
2308,18.5,12,2.117859223572342,0.3152817497750495,1,0,5.5,15.0,0,0,0.1667,1.0
2309,7.5,16,2.6924834174289254,0.315124108900162,1,0,7.5,10.0,0,0,0.25,1.0
2310,-78.0,28,2.204665970539043,0.31496654684571196,1,5,36.0,10.0,0,0,0.25,1.0
2311,-30.0,23,1.6191265365398633,0.3148090635722891,1,2,20.0,10.0,0,0,0.1739,1.0
2312,-3.0,23,1.936536258259546,0.31465165904050296,1,0,11.0,10.0,0,0,0.087,1.0
2313,-34.5,26,1.7059141209227238,0.31449433321098275,1,2,21.5,10.0,0,0,0.1538,1.0
2314,-39.0,20,3.808440855056523,0.31433708604437727,1,3,23.0,10.0,1,1,0.3,0.95
2315,-36.0,27,2.0531267273187783,0.3141799175013551,1,2,22.0,10.0,1,1,0.1852,0.963
2316,-48.0,26,2.8792246217372575,0.31402282754260447,1,3,26.0,10.0,1,1,0.2308,0.9615
2317,-39.0,20,2.0519280222008915,0.3138658161288332,1,3,23.0,10.0,0,0,0.25,1.0
2318,2.0,14,1.3696180606275747,0.3137088832207688,1,1,11.0,15.0,0,0,0.2143,1.0
2319,-58.5,24,2.929268534763601,0.31355202877915844,1,4,29.5,10.0,0,0,0.25,1.0
2320,15.5,14,2.06011019786805,0.3133952527647689,1,0,6.5,15.0,0,0,0.1429,1.0
2321,-30.0,23,2.278374581883628,0.3132385551383865,1,2,20.0,10.0,0,0,0.1739,1.0
2322,6.0,17,1.5464604718755766,0.31308193586081734,1,0,8.0,10.0,0,0,0.1176,1.0
2323,-6.0,16,2.4521689291537374,0.31292539489288695,1,1,12.0,10.0,0,0,0.1875,1.0
2324,-21.0,17,2.3743383251202164,0.31276893219544055,1,2,17.0,10.0,0,0,0.2353,1.0
2325,-12.0,20,0.9502972634004794,0.3126125477293428,1,1,14.0,10.0,0,0,0.15,1.0
2326,-6.0,16,2.161419809940539,0.3124562414554782,1,1,12.0,10.0,0,0,0.1875,1.0
2327,14.0,15,2.898008638018329,0.31230001333475044,1,0,7.0,15.0,0,0,0.1333,1.0
2328,-9.0,18,1.1465522699639772,0.3121438633280831,1,1,13.0,10.0,0,0,0.1667,1.0
2329,-37.5,19,3.1478673654884486,0.3119877913964191,1,3,22.5,10.0,0,0,0.2632,1.0
2330,0.5,15,1.5843535514214382,0.3118317975007209,1,1,11.5,15.0,0,0,0.2,1.0
2331,-13.0,15,0.8555468830230837,0.3116758816019705,1,2,16.0,15.0,0,0,0.2667,1.0
2332,-30.0,23,1.3125856003676502,0.31152004366116953,1,2,20.0,10.0,0,0,0.1739,1.0
2333,-7.5,17,1.2122157892433973,0.311364283639339,1,1,12.5,10.0,0,0,0.2941,1.0
2334,0.0,21,1.413690563193703,0.31120860149751933,1,0,10.0,10.0,0,0,0.0952,1.0
2335,-21.0,17,1.7508091302832773,0.3110529971967706,1,2,17.0,10.0,0,0,0.2353,1.0
2336,6.5,11,1.2525748840610254,0.31089747069817225,1,1,9.5,15.0,0,0,0.2727,1.0
2337,0.0,21,2.315239076553762,0.3107420219628232,1,0,10.0,10.0,0,0,0.0952,1.0
2338,-24.0,19,2.2234405835559024,0.3105866509518418,1,2,18.0,10.0,0,0,0.2105,1.0
2339,6.0,17,1.1467552486610608,0.31043135762636587,1,0,8.0,10.0,0,0,0.1176,1.0
2340,-25.5,20,1.8702630757913146,0.3102761419475527,1,2,18.5,10.0,0,0,0.2,1.0
2341,-39.0,20,1.8497003165919927,0.3101210038765789,1,3,23.0,10.0,0,0,0.25,1.0
2342,-37.5,19,1.0807515391854405,0.3099659433746407,1,3,22.5,10.0,0,0,0.2632,1.0
2343,-21.0,26,2.6707718353251737,0.30981096040295336,1,1,17.0,10.0,0,0,0.1154,1.0
2344,-25.5,20,1.3629387575332748,0.3096560549227519,1,2,18.5,10.0,0,0,0.2,1.0
2345,-46.5,25,1.943487513126583,0.3095012268952905,1,3,25.5,10.0,0,0,0.2,1.0
2346,11.0,8,0.7386811368173647,0.3093464762818429,1,1,8.0,15.0,0,0,0.375,1.0
2347,17.0,13,0.5773521377159815,0.30919180304370203,1,0,6.0,15.0,0,0,0.1538,1.0
