episode,reward,steps,td_error,epsilon,success,term_reason
84,-20.0,1,5.083731656658001,0.991634764908643,0,failure
85,-3.0,12,3.7393227911010247,0.9915356014321521,0,failure
86,-8.0,4,8.1246720467066,0.9914364478720089,0,failure
87,-15.0,5,5.012061102246852,0.9913373042272218,0,failure
88,-13.0,4,6.49131027993086,0.9912381704967991,0,failure
89,-20.0,2,9.906532089129582,0.9911390466797494,0,failure
90,-20.0,1,4.575358490992201,0.9910399327750814,0,failure
91,15.0,6,9.11685614604428,0.9909408287818039,0,failure
92,-13.0,5,5.564512384784409,0.9908417346989258,0,failure
93,-20.0,1,21.654423111360895,0.9907426505254558,0,failure
94,-20.0,1,4.575358490992201,0.9906435762604033,0,failure
95,-20.0,1,15.5468221418,0.9905445119027773,0,failure
96,-20.0,1,23.404113039388818,0.990445457451587,0,failure
97,-20.0,1,4.117822641892982,0.9903464129058418,0,failure
98,-20.0,4,4.95177817109748,0.9902473782645512,0,failure
99,-20.0,1,13.99213992762,0.9901483535267248,0,failure
100,-20.0,1,19.48898080022481,0.9900493386913721,0,failure
101,-13.0,2,5.743029154117233,0.989950333757503,0,failure
102,-6.0,6,5.8240669026584895,0.9898513387241272,0,failure
103,-20.0,3,9.135875485454234,0.9897523535902548,0,failure
104,-20.0,4,5.451288383996459,0.9896533783548958,0,failure
105,-20.0,3,6.885779165428915,0.9895544130170603,0,failure
106,-20.0,1,3.706040377703683,0.9894554575757586,0,failure
107,36.0,16,5.104588276690178,0.9893565120300011,0,failure
108,-6.0,3,12.66806521600356,0.9892575763787981,0,failure
109,-20.0,1,3.706040377703683,0.9891586506211602,0,failure
110,-13.0,2,13.258087348957957,0.9890597347560981,0,failure
111,-20.0,1,18.673877448182093,0.9889608287826225,0,failure
112,-20.0,1,3.3354363399333167,0.9888619326997442,0,failure
113,-13.0,2,12.27392861406216,0.9887630465064743,0,failure
114,-20.0,3,6.257649699668469,0.9886641702018236,0,failure
115,-6.0,11,4.360749513318648,0.9885653037848035,0,failure
116,-20.0,1,14.000373857336863,0.988466447254425,0,failure
117,-20.0,1,12.600336471603176,0.9883676006096995,0,failure
118,-20.0,1,3.3354363399333167,0.9882687638496386,0,failure
119,-13.0,6,4.451459072634239,0.9881699369732536,0,failure
120,-20.0,1,11.340302824442858,0.9880711199795563,0,failure
121,8.0,7,7.765053159822708,0.9879723128675584,0,failure
122,-6.0,3,10.822912453164898,0.9878735156362717,0,failure
123,-20.0,1,3.0018927059399836,0.987774728284708,0,failure
124,-13.0,2,11.532607459651315,0.9876759508118795,0,failure
125,-6.0,7,5.313355581219154,0.9875771832167983,0,failure
126,-20.0,1,18.082755930027496,0.9874784254984766,0,failure
127,-20.0,1,3.0018927059399836,0.9873796776559268,0,failure
128,-20.0,2,10.610923266580985,0.9872809396881612,0,failure
129,-13.0,2,15.709259831487627,0.9871822115941924,0,failure
130,-20.0,1,2.7017034353459835,0.987083493373033,0,failure
131,-6.0,3,12.416905555559245,0.9869847850236957,0,failure
132,-20.0,1,2.431533091811385,0.9868860865451933,0,failure
133,1.0,4,11.816005925945824,0.9867873979365388,0,failure
134,-20.0,4,6.077478393156908,0.9866887191967452,0,failure
135,-20.0,1,19.77583722029104,0.9865900503248255,0,failure
136,-20.0,2,13.123727711284214,0.986491391319793,0,failure
137,-20.0,2,12.494490957872292,0.9863927421806611,0,failure
138,-20.0,1,2.7017034353459835,0.986294102906443,0,failure
139,-20.0,1,2.1883797826302462,0.9861954734961524,0,failure
140,-13.0,10,4.777861712051684,0.9860968539488029,0,failure
141,-13.0,4,7.047997650592958,0.985998244263408,0,failure
142,-13.0,6,5.011070863600526,0.9858996444389817,0,failure
143,-13.0,5,5.85983941722393,0.9858010544745378,0,failure
144,8.0,12,5.229086659190951,0.9857024743690904,0,failure
145,1.0,11,4.244841758129687,0.9856039041216536,0,failure
146,-20.0,3,7.57857014413204,0.9855053437312414,0,failure
147,-20.0,1,2.431533091811385,0.9854067931968683,0,failure
148,-20.0,2,11.154276045562904,0.9853082525175486,0,failure
149,-13.0,2,9.917258726031214,0.9852097216922968,0,failure
150,-20.0,1,2.1883797826302462,0.9851112007201276,0,failure
151,-20.0,4,5.999762037800717,0.9850126896000556,0,failure
152,-20.0,6,4.433134183329387,0.9849141883310956,0,failure
153,-20.0,1,1.9695418043672213,0.9848156969122625,0,failure
154,1.0,4,12.99937702813429,0.9847172153425713,0,failure
155,-20.0,1,1.772587623930498,0.9846187436210371,0,failure
156,-6.0,15,3.6586129288969595,0.9845202817466749,0,failure
157,-13.0,2,14.971614061268916,0.9844218297185002,0,failure
158,-20.0,3,9.807316980771775,0.9843233875355284,0,failure
159,-20.0,1,1.9695418043672213,0.9842249551967749,0,failure
160,-20.0,1,12.458921761536676,0.9841265327012553,0,failure
161,-20.0,2,10.984838969756309,0.9840281200479851,0,failure
162,-20.0,1,1.5953288615374497,0.9839297172359803,0,failure
163,-20.0,2,13.520349189591997,0.9838313242642568,0,failure
164,-20.0,1,1.772587623930498,0.9837329411318304,0,failure
165,-20.0,1,25.336078898827097,0.9836345678377172,0,failure
166,-20.0,3,6.458605601113269,0.9835362043809335,0,failure
167,-20.0,1,12.117099423301408,0.9834378507604954,0,failure
168,-20.0,2,13.559864793760433,0.9833395069754194,0,failure
169,-20.0,1,1.5953288615374497,0.9832411730247218,0,failure
170,-20.0,5,6.153468654162522,0.9831428489074193,0,failure
171,-20.0,2,10.20229766455403,0.9830445346225286,0,failure
172,-6.0,6,6.532105864388094,0.9829462301690663,0,failure
173,-13.0,2,13.545950130527805,0.9828479355460494,0,failure
174,1.0,5,9.284863651982713,0.9827496507524949,0,failure
175,8.0,9,5.8253967705329615,0.9826513757874197,0,failure
176,-8.0,9,5.203806250917864,0.982553110649841,0,failure
177,1.0,4,10.488515384321012,0.982454855338776,0,failure
178,-13.0,2,11.551383970727523,0.9823566098532421,0,failure
179,15.0,10,7.714740966744701,0.9822583741922568,0,failure
180,-20.0,1,1.435795975383705,0.9821601483548376,0,failure
181,-20.0,2,11.306000503896142,0.982061932340002,0,failure
182,-20.0,1,1.2922163778453353,0.9819637261467681,0,failure
183,-20.0,1,1.1629947400608032,0.9818655297741534,0,failure
184,-20.0,1,1.0466952660547229,0.981767343221176,0,failure
185,-20.0,1,24.20750885269046,0.9816691664868539,0,failure
186,-20.0,1,0.9420257394492495,0.9815709995702052,0,failure
187,-13.0,9,3.834846878557006,0.9814728424702482,0,failure
188,-20.0,1,0.8478231655043231,0.9813746951860012,0,failure
189,-20.0,2,10.24366994240194,0.9812765577164826,0,failure
190,-20.0,3,8.43049560927712,0.9811784300607109,0,failure
191,-20.0,1,1.435795975383705,0.9810803122177049,0,failure
192,-20.0,1,0.7630408489538922,0.9809822041864831,0,failure
193,-13.0,2,11.628857389627822,0.9808841059660645,0,failure
194,-20.0,1,0.6867367640585016,0.9807860175554679,0,failure
195,-20.0,1,1.2922163778453353,0.9806879389537123,0,failure
196,43.0,11,7.975402242763048,0.9805898701598169,0,failure
197,-20.0,1,15.237661854951774,0.9804918111728009,0,failure
198,-13.0,2,12.521741952815038,0.9803937619916837,0,failure
199,-20.0,1,1.1629947400608032,0.9802957226154846,0,failure
200,-20.0,1,1.0466952660547229,0.980197693043223,0,failure
201,-13.0,4,9.504615209803106,0.9800996732739187,0,failure
202,1.0,5,8.22335326617,0.9800016633065913,0,failure
203,-6.0,7,5.70685371962704,0.9799036631402607,0,failure
204,-13.0,2,12.988315910329732,0.9798056727739467,0,failure
205,-20.0,1,0.6180630876526507,0.9797076922066693,0,failure
206,-13.0,2,9.711212004296758,0.9796097214374486,0,failure
207,11.0,9,7.101976571320395,0.9795117604653049,0,failure
208,-20.0,2,11.287816616147538,0.9794138092892584,0,failure
209,-20.0,4,6.193278914644103,0.9793158679083295,0,failure
210,-20.0,1,0.9420257394492495,0.9792179363215386,0,failure
211,-20.0,1,0.5562567788873842,0.9791200145279065,0,failure
212,-13.0,2,11.835190803867082,0.9790221025264537,0,failure
213,-20.0,3,7.2064098393010205,0.9789242003162011,0,failure
214,-6.0,3,10.14640745386776,0.9788263078961694,0,failure
215,-20.0,1,0.8478231655043231,0.9787284252653798,0,failure
216,-20.0,1,0.5006311009986462,0.9786305524228534,0,failure
217,-20.0,1,0.7630408489538922,0.9785326893676111,0,failure
218,-20.0,1,0.45056799089878297,0.9784348360986743,0,failure
219,-13.0,3,7.723264562763501,0.9783369926150645,0,failure
220,-13.0,2,10.396504551132336,0.9782391589158029,0,failure
221,8.0,5,8.39091924070666,0.9781413349999114,0,failure
222,1.0,10,6.00689875954189,0.9780435208664114,0,failure
223,-20.0,1,0.4055111918089054,0.9779457165143248,0,failure
224,-20.0,1,15.116077273280544,0.9778479219426734,0,failure
225,-13.0,4,6.447336815807079,0.9777501371504792,0,failure
226,8.0,5,9.017454739046501,0.9776523621367642,0,failure
227,-6.0,7,6.848101334572007,0.9775545969005506,0,failure
228,-15.0,4,5.508331727559007,0.9774568414408605,0,failure
229,-6.0,3,10.152146951811993,0.9773590957567164,0,failure
230,1.0,6,5.68100994010312,0.9772613598471408,0,failure
231,-20.0,1,0.36496007262801555,0.9771636337111561,0,failure
232,-20.0,1,0.328464065365214,0.977065917347785,0,failure
233,-20.0,1,0.29561765882869295,0.9769682107560502,0,failure
234,-20.0,1,0.2660558929458219,0.9768705139349746,0,failure
235,-13.0,4,6.661632445169948,0.9767728268835811,0,failure
236,-20.0,6,4.172972072308942,0.9766751496008927,0,failure
237,-20.0,4,5.287242581235288,0.9765774820859326,0,failure
238,-20.0,1,0.23945030365123898,0.9764798243377241,0,failure
239,-6.0,5,9.096198978138805,0.9763821763552903,0,failure
240,-13.0,4,6.607994273871422,0.9762845381376548,0,failure
241,-13.0,2,7.8332457747798045,0.976186909683841,0,failure
242,-20.0,1,0.6867367640585016,0.9760892909928727,0,failure
243,29.0,8,9.977014946002562,0.9759916820637734,0,failure
244,-20.0,1,0.6180630876526507,0.975894082895567,0,failure
245,-13.0,2,9.947516568850073,0.9757964934872775,0,failure
246,-6.0,3,9.56382047494571,0.9756989138379287,0,failure
247,8.0,5,7.987412469224976,0.975601343946545,0,failure
248,-20.0,2,9.51014760942488,0.9755037838121503,0,failure
249,-20.0,1,0.5562567788873842,0.9754062334337691,0,failure
250,-13.0,8,4.399199191818539,0.9753086928104258,0,failure
251,-20.0,1,14.965072113242217,0.9752111619411448,0,failure
252,-13.0,2,12.965049708123209,0.9751136408249507,0,failure
253,-6.0,3,10.154283337081896,0.9750161294608681,0,failure
254,-20.0,1,0.5006311009986462,0.974918627847922,0,failure
255,-20.0,1,0.45056799089878297,0.9748211359851373,0,failure
256,-20.0,1,0.2155052732861158,0.9747236538715388,0,failure
257,-20.0,1,0.19395474595750528,0.9746261815061517,0,failure
258,-20.0,1,0.17455927136175475,0.9745287188880011,0,failure
259,-13.0,2,9.655258312430457,0.9744312660161123,0,failure
260,-20.0,1,0.4055111918089054,0.9743338228895106,0,failure
261,-13.0,5,4.422247220020071,0.9742363895072217,0,failure
262,-20.0,2,10.960302885527025,0.974138965868271,0,failure
263,-20.0,1,0.15710334422557892,0.9740415519716842,0,failure
264,-20.0,1,0.14139300980302139,0.973944147816487,0,failure
265,-20.0,2,14.727581408794503,0.9738467534017053,0,failure
266,-13.0,2,9.007552626219685,0.9737493687263652,0,failure
267,-6.0,4,11.87579318396208,0.9736519937894925,0,failure
268,-13.0,3,10.710166229961855,0.9735546285901135,0,failure
269,-13.0,4,9.467160491636598,0.9734572731272545,0,failure
270,-20.0,3,8.130181314832095,0.9733599273999418,0,failure
271,-20.0,1,0.12725370882272102,0.9732625914072018,0,failure
272,-13.0,3,10.921251518658323,0.9731652651480611,0,failure
273,-6.0,6,6.2221807545550725,0.9730679486215463,0,failure
274,-20.0,7,5.390381636328469,0.9729706418266841,0,failure
275,-20.0,1,0.36496007262801555,0.9728733447625014,0,failure
276,-20.0,1,17.54666000935022,0.9727760574280252,0,failure
277,-13.0,2,9.300221475613181,0.9726787798222825,0,failure
278,-20.0,1,0.11452833794044892,0.9725815119443002,0,failure
279,-20.0,3,7.09553908352125,0.9724842537931058,0,failure
280,-20.0,1,0.328464065365214,0.9723870053677265,0,failure
281,-20.0,2,11.609490466271732,0.9722897666671897,0,failure
282,22.0,7,8.028622380477534,0.9721925376905229,0,failure
283,-20.0,1,0.29561765882869295,0.9720953184367539,0,failure
284,-20.0,1,27.486358790493355,0.9719981089049102,0,failure
285,-20.0,1,0.2660558929458219,0.9719009090940197,0,failure
286,-20.0,1,0.10307550414640332,0.9718037190031104,0,failure
287,-6.0,3,8.867800560224794,0.97170653863121,0,failure
288,-13.0,3,6.462507291259409,0.9716093679773469,0,failure
289,1.0,4,9.913016851787908,0.9715122070405492,0,failure
290,-20.0,1,0.23945030365123898,0.9714150558198451,0,failure
291,-20.0,1,29.091780931534213,0.9713179143142632,0,failure
292,-20.0,1,0.2155052732861158,0.9712207825228317,0,failure
293,55.0,14,6.774517884496826,0.9711236604445794,0,failure
294,-20.0,1,26.795099576024132,0.971026548078535,0,failure
295,-20.0,3,11.123700115589115,0.9709294454237271,0,failure
296,-13.0,2,11.44220519078914,0.9708323524791846,0,failure
297,-6.0,5,7.211279871756153,0.9707352692439367,0,failure
298,-20.0,2,5.037631749972046,0.9706381957170124,0,failure
299,-13.0,2,12.09020171009424,0.9705411318974407,0,failure
300,-20.0,5,3.992381210059817,0.970444077784251,0,failure
301,-20.0,1,25.90102463612627,0.9703470333764725,0,failure
302,-20.0,1,0.08349115835858711,0.9702499986731349,0,failure
303,-13.0,3,9.889848715602865,0.9701529736732676,0,failure
304,-20.0,1,0.19395474595750528,0.9700559583759003,0,failure
305,-20.0,2,10.74058280392412,0.9699589527800627,0,failure
306,-20.0,2,9.719656865685199,0.9698619568847847,0,failure
307,-20.0,1,17.66675047951186,0.9697649706890963,0,failure
308,-20.0,1,0.07514204252272805,0.9696679941920274,0,failure
309,-20.0,1,0.17455927136175475,0.9695710273926083,0,failure
310,-20.0,1,15.900075431560676,0.969474070289869,0,failure
311,-20.0,1,23.310922172513642,0.9693771228828401,0,failure
312,-20.0,1,20.979829955262275,0.9692801851705518,0,failure
313,-6.0,4,7.922710649985106,0.9691832571520348,0,failure
314,-13.0,2,10.249307693798494,0.9690863388263196,0,failure
315,-20.0,1,0.15710334422557892,0.9689894301924369,0,failure
316,-20.0,1,14.310067888404609,0.9688925312494177,0,failure
317,-13.0,5,7.886684117559841,0.9687956419962928,0,failure
318,-13.0,2,9.992662031825741,0.9686987624320932,0,failure
319,-20.0,1,26.13057855752786,0.9686018925558499,0,failure
320,-20.0,6,6.521785752573696,0.9685050323665944,0,failure
321,-20.0,1,23.517520701775073,0.9684081818633578,0,failure
322,-20.0,1,0.14139300980302139,0.9683113410451715,0,failure
323,-20.0,1,14.968821400696262,0.968214509911067,0,failure
324,-13.0,2,10.353869791608313,0.9681176884600758,0,failure
325,1.0,4,9.00359062156722,0.9680208766912298,0,failure
326,-20.0,1,0.06762783827045382,0.9679240746035607,0,failure
327,-20.0,2,10.517340132974322,0.9678272821961004,0,failure
328,-20.0,2,9.606033156241626,0.9677304994678808,0,failure
329,8.0,5,9.805005479909834,0.967633726417934,0,failure
330,-6.0,4,10.052478005147718,0.9675369630452922,0,failure
331,-20.0,2,9.554532109062185,0.9674402093489878,0,failure
332,-13.0,2,14.059076520131976,0.9673434653280529,0,failure
333,-13.0,3,9.363388344435583,0.9672467309815201,0,failure
334,-20.0,2,11.209976629711244,0.967150006308422,0,failure
335,-20.0,3,9.83143853360478,0.9670532913077912,0,failure
336,-20.0,2,10.525214680092393,0.9669565859786604,0,failure
337,-20.0,1,0.12725370882272102,0.9668598903200626,0,failure
338,1.0,5,8.512798351475324,0.9667632043310306,0,failure
339,-20.0,1,23.786109839167853,0.9666665280105975,0,failure
340,-20.0,1,0.11452833794044892,0.9665698613577964,0,failure
341,-20.0,1,0.10307550414640332,0.9664732043716606,0,failure
342,-13.0,2,11.242750572374465,0.9663765570512235,0,failure
343,-6.0,3,11.014697510800227,0.9662799193955184,0,failure
344,-20.0,1,22.03604896972596,0.9661832914035788,0,failure
345,-20.0,1,19.832444072753365,0.9660866730744385,0,failure
346,-20.0,1,0.09276795373176228,0.9659900644071311,0,failure
347,-20.0,1,0.08349115835858711,0.9658934654006904,0,failure
348,-20.0,7,3.6377220286084815,0.9657968760541503,0,failure
349,-13.0,4,7.611379083945467,0.9657002963665449,0,failure
350,-20.0,1,0.06086505444340773,0.9656037263369083,0,failure
351,-13.0,4,4.747534908455269,0.9655071659642745,0,failure
352,-20.0,2,9.194364091662028,0.9654106152476781,0,failure
353,-20.0,2,10.984927682495826,0.9653140741861533,0,failure
354,-6.0,5,7.199239832785858,0.9652175427787347,0,failure
355,-20.0,2,8.907984713459054,0.9651210210244568,0,failure
356,-20.0,4,3.9381900220004615,0.9650245089223544,0,failure
357,-3.0,6,7.264728861303413,0.9649280064714622,0,failure
358,-20.0,1,17.849199665478025,0.964831513670815,0,failure
359,-20.0,3,7.879549247433759,0.9647350305194479,0,failure
360,-13.0,2,13.104360150534887,0.9646385570163959,0,failure
361,-13.0,2,3.5163244123817727,0.9645420931606943,0,failure
362,8.0,5,10.449876284319918,0.9644456389513782,0,failure
363,-20.0,1,0.07514204252272805,0.9643491943874831,0,failure
364,-20.0,1,18.75902502648746,0.9642527594680443,0,failure
365,-6.0,4,7.427580539399006,0.9641563341920976,0,failure
366,-13.0,2,3.5192601218795834,0.9640599185586783,0,failure
367,-20.0,1,16.883122523838715,0.9639635125668224,0,failure
368,-20.0,1,0.04930069409915916,0.9638671162155658,0,failure
369,-20.0,4,7.535444972829465,0.9637707295039442,0,failure
370,-20.0,1,18.970091471271523,0.9636743524309938,0,failure
371,-8.0,4,7.741875038480982,0.9635779849957506,0,failure
372,-6.0,3,9.906423267940673,0.9634816271972511,0,failure
373,-20.0,3,6.412613725778809,0.9633852790345313,0,failure
374,-13.0,2,14.333674273690697,0.9632889405066278,0,failure
375,-20.0,1,0.04437062468924324,0.9631926116125772,0,failure
376,8.0,5,9.497189587256127,0.9630962923514159,0,failure
377,-20.0,1,0.06086505444340773,0.9629999827221808,0,failure
378,-6.0,5,5.01869638937278,0.9629036827239086,0,failure
379,-13.0,2,12.422009946321626,0.9628073923556362,0,failure
380,-20.0,7,5.868579960679393,0.9627111116164007,0,failure
381,-13.0,4,6.629609054999364,0.962614840505239,0,failure
382,1.0,4,11.464204498523419,0.9625185790211885,0,failure
383,-20.0,1,24.78404536274428,0.9624223271632865,0,failure
384,8.0,5,11.13027131105876,0.9623260849305701,0,failure
385,-13.0,6,4.027697177280638,0.9622298523220771,0,failure
386,-20.0,1,0.05477854899906731,0.962133629336845,0,failure
387,-20.0,1,0.04930069409915916,0.9620374159739113,0,failure
388,-20.0,2,10.923585963030025,0.961941212232314,0,failure
389,-20.0,1,0.03993356222031963,0.9618450181110908,0,failure
390,-20.0,1,0.035940205998286956,0.9617488336092797,0,failure
391,-20.0,1,20.414140493320417,0.9616526587259188,0,failure
392,29.0,8,10.565412076423653,0.9615564934600462,0,failure
393,-20.0,1,0.03234618539845968,0.9614603378107003,0,failure
394,1.0,6,7.074969236620241,0.9613641917769192,0,failure
395,-20.0,1,18.78169068449761,0.9612680553577415,0,failure
396,-20.0,1,0.04437062468924324,0.9611719285522058,0,failure
397,-20.0,1,0.029111566858613713,0.9610758113593506,0,failure
398,-20.0,5,4.0738655117837554,0.9609797037782147,0,failure
399,-20.0,4,2.9210709223684646,0.9608836058078369,0,failure
400,15.0,7,6.48355293348355,0.9607875174472562,0,failure
401,-20.0,1,23.102601880330816,0.9606914386955115,0,failure
402,-20.0,1,0.026200410172751987,0.960595369551642,0,failure
403,-6.0,3,12.098671931489383,0.9604993100146869,0,failure
404,-20.0,3,8.498713219064156,0.9604032600836855,0,failure
405,-20.0,1,21.69294327174455,0.9603072197576771,0,failure
406,-20.0,1,0.02358036915547501,0.9602111890357014,0,failure
407,-13.0,4,6.4047009141571145,0.9601151679167977,0,failure
408,-20.0,3,8.523110120657002,0.9600191564000061,0,failure
409,-13.0,2,19.835426487285694,0.9599231544843662,0,failure
410,-20.0,1,0.03993356222031963,0.9598271621689177,0,failure
411,-20.0,1,0.02122233223992609,0.9597311794527008,0,failure
412,-6.0,3,11.177753965882454,0.9596352063347555,0,failure
413,-6.0,5,8.864421273535205,0.9595392428141221,0,failure
414,-20.0,1,0.019100099015933125,0.9594432888898407,0,failure
415,-20.0,1,22.22287597338791,0.9593473445609517,0,failure
416,-13.0,2,10.513962100472378,0.9592514098264956,0,failure
417,-20.0,1,0.017190089114340168,0.9591554846855129,0,failure
418,-6.0,5,7.34179652790031,0.9590595691370444,0,failure
419,-6.0,3,12.328682561955084,0.9589636631801307,0,failure
420,-13.0,2,9.03209868042514,0.9588677668138127,0,failure
421,-13.0,2,15.887187514386628,0.9587718800371313,0,failure
422,-20.0,1,21.5174638673762,0.9586760028491276,0,failure
423,-20.0,1,0.035940205998286956,0.9585801352488427,0,failure
424,-20.0,1,16.903521616047847,0.9584842772353178,0,failure
425,-20.0,2,11.12861289983878,0.9583884288075943,0,failure
426,-13.0,2,16.274576302781256,0.9582925899647136,0,failure
427,1.0,8,6.839862194564136,0.9581967607057171,0,failure
428,-20.0,1,0.03234618539845968,0.9581009410296466,0,failure
429,-13.0,6,5.068500393081766,0.9580051309355436,0,failure
430,-13.0,2,7.246888974219927,0.9579093304224501,0,failure
431,-20.0,2,9.763009591640937,0.9578135394894078,0,failure
432,-20.0,1,0.029111566858613713,0.9577177581354589,0,failure
433,-20.0,1,0.026200410172751987,0.9576219863596453,0,failure
434,-13.0,2,15.937169471281468,0.9575262241610094,0,failure
435,-13.0,3,9.411862074187292,0.9574304715385933,0,failure
436,-20.0,1,0.015471080202907217,0.9573347284914394,0,failure
437,-20.0,1,0.02358036915547501,0.9572389950185903,0,failure
438,36.0,10,8.453179752356323,0.9571432711190885,0,failure
439,-6.0,3,12.155971863949539,0.9570475567919766,0,failure
440,-20.0,1,17.034130107349544,0.9569518520362974,0,failure
441,-6.0,8,4.077146932723602,0.9568561568510938,0,failure
442,-20.0,1,0.02122233223992609,0.9567604712354087,0,failure
443,-20.0,1,21.229745861501236,0.9566647951882852,0,failure
444,-13.0,2,14.567635655149664,0.9565691287087663,0,failure
445,-20.0,2,11.556714160668532,0.9564734717958955,0,failure
446,8.0,18,5.189584651625406,0.9563778244487159,0,failure
447,-13.0,2,13.354738225861436,0.9562821866662711,0,failure
448,22.0,7,8.50818711274903,0.9561865584476045,0,failure
449,-15.0,3,6.848154694697359,0.9560909397917597,0,failure
450,-20.0,1,0.013923972182617206,0.9559953306977805,0,failure
451,-6.0,3,12.016121851155853,0.9558997311647107,0,failure
452,29.0,8,7.493997136692574,0.9558041411915943,0,failure
453,-20.0,1,0.012531574964356196,0.9557085607774751,0,failure
