episode,reward,steps,td_error,epsilon
74,-758.0,200,2.3224008466786383,0.9636672184136105
75,-776.0,200,1.8194467715564155,0.9631853848044037
76,-668.0,200,2.0024885666872283,0.9627037921120016
77,-372.0,105,2.72555651550742,0.9622224402159457
78,-677.0,200,1.5468873773709568,0.9617413289958378
79,-839.0,200,2.265625934781434,0.9612604583313399
80,-857.0,200,2.2376393195019695,0.9607798281021742
81,-713.0,200,1.5738863663351708,0.9602994381881231
82,-162.0,48,3.50077730880521,0.9598192884690291
83,-731.0,200,1.9493855386410794,0.9593393788247946
84,-785.0,200,2.034039899511781,0.9588597091353822
85,-650.0,200,1.8523035563878238,0.9583802792808146
86,-578.0,200,1.514073924476221,0.9579010891411742
87,-776.0,200,1.806493404387979,0.9574221385966036
88,-785.0,200,2.97947225973645,0.9569434275273054
89,-803.0,200,2.062627774324188,0.9564649558135419
90,-776.0,200,1.6235355038540549,0.9559867233356352
91,-677.0,200,2.251323652632654,0.9555087299739674
92,-776.0,200,1.7078095865554968,0.9550309756089804
93,-722.0,200,2.1851126356027204,0.954553460121176
94,-722.0,200,1.529801288553228,0.9540761833911156
95,-749.0,200,1.8930901889813037,0.95359914529942
96,-830.0,200,2.6998877470577543,0.9531223457267703
97,-794.0,200,1.6933312717086755,0.952645784553907
98,-821.0,200,2.4538008205466597,0.9521694616616301
99,-650.0,200,1.4135767590554815,0.9516933769307994
100,-677.0,200,1.4893592069989734,0.951217530242334
101,-776.0,200,1.658025391528723,0.9507419214772129
102,-758.0,200,1.865407054561334,0.9502665505164744
103,-623.0,200,1.9216396186893303,0.9497914172412162
104,-722.0,200,1.9426382852242647,0.9493165215325956
105,-686.0,200,1.8747029561062052,0.9488418632718294
106,-722.0,200,1.4909825459532575,0.9483674423401935
107,-686.0,200,1.9820434344594449,0.9478932586190235
108,-562.0,142,2.538270441740496,0.9474193119897141
109,-776.0,200,2.2890272642626464,0.9469456023337193
110,-138.0,51,2.707086145137442,0.9464721295325524
111,-481.0,160,1.5434461669972375,0.9459988934677862
112,-704.0,200,1.5167777852740532,0.9455258940210524
113,-848.0,200,1.414444369230879,0.9450531310740419
114,-803.0,200,1.6233680790857818,0.9445806045085049
115,-794.0,200,2.0018270729765475,0.9441083142062507
116,-722.0,200,1.7256200460007574,0.9436362600491477
117,-830.0,200,3.4385349170000006,0.9431644419191232
118,-668.0,200,2.270884238027202,0.9426928596981636
119,-722.0,200,1.7609752697143424,0.9422215132683146
120,-821.0,200,1.8898561908910407,0.9417504025116805
121,-803.0,200,1.7859159851117212,0.9412795273104247
122,-731.0,200,2.847841726496498,0.9408088875467696
123,-704.0,200,1.5740427506377295,0.9403384831029963
124,-758.0,200,1.6867305015182616,0.9398683138614449
125,-776.0,200,3.013227385051353,0.9393983797045142
126,-668.0,200,1.783143416269359,0.938928680514662
127,-686.0,200,1.5803727373541232,0.9384592161744048
128,-785.0,200,2.2317578633694315,0.9379899865663176
129,-749.0,200,1.4292360298573648,0.9375209915730345
130,-668.0,200,1.6398266238345887,0.937052231077248
131,-749.0,200,1.9922951959625703,0.9365837049617094
132,-552.0,159,1.6398259349480453,0.9361154131092286
133,-866.0,200,2.0558497282752732,0.9356473554026741
134,-740.0,200,1.145953155008908,0.9351795317249728
135,-659.0,200,1.9817171500299102,0.9347119419591103
136,-731.0,200,1.59085638390568,0.9342445859881309
137,-794.0,200,1.3912565243348027,0.9337774636951368
138,-713.0,200,2.1028290931796225,0.9333105749632893
139,-740.0,200,1.7591828018752986,0.9328439196758077
140,-749.0,200,1.3845901577453625,0.9323774977159699
141,-812.0,200,1.390455252671591,0.9319113089671119
142,-785.0,200,1.5057162154733224,0.9314453533126285
143,-857.0,200,1.4508128945215042,0.9309796306359722
144,-740.0,200,2.621637794564119,0.9305141408206543
145,-830.0,200,1.3261760586511988,0.9300488837502441
146,-668.0,200,1.3383636415920126,0.9295838593083691
147,-713.0,200,2.84437207345831,0.929119067378715
148,-722.0,200,1.6679080142734568,0.9286545078450257
149,-551.0,200,1.9542779545856184,0.9281901805911033
150,-776.0,200,1.4849743069445243,0.9277260855008077
151,-776.0,200,1.8256357330471604,0.9272622224580573
152,-713.0,200,1.413955342295138,0.9267985913468284
153,-740.0,200,1.3944051850808339,0.926335192051155
154,-839.0,200,2.402067560024607,0.9258720244551295
155,-587.0,200,1.222095153098514,0.925409088442902
156,-758.0,200,2.6822083483548096,0.9249463838986807
157,-713.0,200,1.8888746253603839,0.9244839107067314
158,-749.0,200,2.030275592764408,0.9240216687513781
159,-821.0,200,2.3952540310515236,0.9235596579170025
160,-758.0,200,1.8132343949965557,0.923097878088044
161,-632.0,200,1.3372430691491568,0.9226363291490001
162,-668.0,200,1.3266726973581198,0.9221750109844257
163,-722.0,200,1.3431408259270512,0.9217139234789336
164,-803.0,200,1.6329848840407908,0.9212530665171942
165,-677.0,200,1.1690232404077938,0.9207924399839357
166,-785.0,200,1.697237989516758,0.9203320437639437
167,-731.0,200,1.3566798764365537,0.9198718777420618
168,-740.0,200,1.3310394096054423,0.9194119418031909
169,-731.0,200,1.3431975336947353,0.9189522358322894
170,-713.0,200,1.8169671834576924,0.9184927597143733
171,-749.0,200,2.125928938401222,0.9180335133345161
172,-650.0,200,1.8931348351936015,0.917574496577849
173,-713.0,200,1.199245984156677,0.9171157093295601
174,-794.0,200,1.2737801574672574,0.9166571514748953
175,-776.0,200,1.5394960907982373,0.916198822899158
176,-677.0,200,1.339927814181625,0.9157407234877085
177,-749.0,200,1.7802535403606987,0.9152828531259647
178,-407.0,113,2.4525931067920275,0.9148252116994018
179,-650.0,200,1.5846875702139587,0.9143677990935521
180,-623.0,200,1.1544000161087562,0.9139106151940054
181,-704.0,200,1.3321616654802622,0.9134536598864085
182,-713.0,200,1.434716195328677,0.9129969330564653
183,-488.0,131,2.297283653353343,0.9125404345899372
184,-857.0,200,1.6739227388607727,0.9120841643726423
185,-758.0,200,1.5322224349043743,0.911628122290456
186,-776.0,200,1.286531554429218,0.9111723082293108
187,-713.0,200,1.4897436766921184,0.9107167220751963
188,-677.0,200,1.197944414604715,0.9102613637141588
189,-803.0,200,2.213081951601667,0.9098062330323018
190,-821.0,200,1.538054171336635,0.9093513299157857
191,-659.0,200,1.703132137733405,0.9088966542508279
192,-713.0,200,1.2619232864751424,0.9084422059237025
193,-722.0,200,1.3070254526006124,0.9079879848207407
194,-785.0,200,1.75931774506032,0.9075339908283304
195,-758.0,200,1.7650912731227286,0.9070802238329163
196,-650.0,200,1.3885489672220281,0.9066266837209999
197,-713.0,200,1.8044223534154333,0.9061733703791394
198,-641.0,200,1.6156520623840394,0.9057202836939499
199,-758.0,200,1.4008694874025744,0.9052674235521029
200,-740.0,200,1.1598947168729117,0.9048147898403269
201,-704.0,200,1.7072558251369834,0.9043623824454068
202,-749.0,200,1.1669088837430983,0.9039102012541841
203,-767.0,200,1.3769693080238,0.9034582461535571
204,-650.0,200,1.1376058262931974,0.9030065170304803
205,-695.0,200,1.247267940532621,0.9025550137719651
206,-740.0,200,1.6127645526846883,0.9021037362650792
207,-722.0,200,1.5323236989280118,0.9016526843969468
208,-668.0,200,1.2476522765370461,0.9012018580547484
209,-677.0,200,1.4641726919449989,0.900751257125721
210,-803.0,200,1.493870971397808,0.9003008814971583
211,-713.0,200,1.7297225277481016,0.8998507310564098
212,-875.0,200,1.6240383098606264,0.8994008056908817
213,-767.0,200,1.7562023818482606,0.8989511052880362
214,-776.0,200,1.624540833163667,0.8985016297353923
215,-776.0,200,1.1885366988756096,0.8980523789205246
216,-677.0,200,1.2429999429089318,0.8976033527310644
217,-785.0,200,1.4045914765659107,0.8971545510546989
218,-722.0,200,1.0699380189565402,0.8967059737791716
219,-650.0,200,1.3149457347325972,0.8962576207922821
220,-623.0,200,1.5639727020350782,0.895809491981886
221,-758.0,200,1.4076066975623756,0.8953615872358951
222,-722.0,200,1.426115717986923,0.8949139064422772
223,-749.0,200,1.1228017901315517,0.8944664494890561
224,-695.0,200,1.1861074266503446,0.8940192162643116
225,-731.0,200,1.5177522177578466,0.8935722066561794
226,-713.0,200,1.2850219030979948,0.8931254205528514
227,-632.0,200,1.0921204871745154,0.8926788578425751
228,-668.0,200,1.3637165250993126,0.8922325184136538
229,-758.0,200,1.1451293789013561,0.891786402154447
230,-668.0,200,1.689201037030681,0.8913405089533699
231,-677.0,200,1.4200956943488954,0.8908948386988933
232,-505.0,157,1.2199040483174401,0.8904493912795439
233,-812.0,200,1.1960237411860364,0.8900041665839042
234,-598.0,142,1.7436810745820073,0.8895591645006123
235,-749.0,200,1.1391435184585577,0.889114384918362
236,-749.0,200,1.3405460301341565,0.8886698277259029
237,-767.0,200,1.3647922371806864,0.88822549281204
238,-830.0,200,1.411965643759151,0.887781380065634
239,-659.0,200,1.4052802414173984,0.8873374893756012
240,-758.0,200,1.0268993395074686,0.8868938206309135
241,-821.0,200,1.8032477258587492,0.8864503737205981
242,-677.0,200,1.3399727300044302,0.8860071485337379
243,-713.0,200,1.3460915227989922,0.885564144959471
244,-693.0,174,1.907625167500786,0.8851213628869913
245,-677.0,200,1.6001449633436922,0.8846788022055478
246,-261.0,93,2.0800776661811025,0.8842364628044451
247,-803.0,200,1.0976264839340164,0.883794344573043
248,-749.0,200,1.0922043501545182,0.8833524474007565
249,-659.0,200,1.4265016306033045,0.8829107711770562
250,-821.0,200,1.186952493816242,0.8824693157914677
251,-668.0,200,1.064407745441697,0.882028081133572
252,-722.0,200,1.12495620229968,0.8815870670930053
253,-821.0,200,1.5475932860535613,0.8811462735594588
254,-632.0,200,1.1987738191769224,0.8807057004226791
255,-758.0,200,1.1568476400814587,0.8802653475724679
256,-582.0,180,1.5962245559551291,0.8798252148986817
257,-758.0,200,1.0539054488762263,0.8793853022912325
258,-713.0,200,1.1984650170634983,0.8789456096400869
259,-713.0,200,1.1769805621029805,0.8785061368352669
260,-821.0,200,1.3739307247558525,0.8780668837668493
261,-168.0,54,2.017417157583126,0.8776278503249659
262,-785.0,200,1.4514803236735705,0.8771890363998035
263,-722.0,200,1.3571546632723637,0.8767504418816037
264,-432.0,120,1.5437938330647398,0.876312066660663
265,-731.0,200,0.9519342546343457,0.8758739106273327
266,-659.0,200,0.9552384798418491,0.8754359736720191
267,-758.0,200,1.2999617699266102,0.8749982556851831
268,-695.0,200,1.0232911947617565,0.8745607565573406
269,-767.0,200,1.1021227246544705,0.8741234761790619
270,-183.0,60,1.756804071519788,0.8736864144409725
271,-695.0,200,1.253618271743309,0.873249571233752
272,-740.0,200,1.1787176522624707,0.8728129464481352
273,-677.0,200,0.9816464779835538,0.8723765399749112
274,-749.0,200,1.5116345015560129,0.8719403517049238
275,-704.0,200,1.1246087587168248,0.8715043815290714
276,-659.0,200,1.2077264638892844,0.8710686293383069
277,-722.0,200,0.9829532364144495,0.8706330950236377
278,-830.0,200,1.1062778765224122,0.870197778476126
279,-73.0,40,2.428394103142432,0.869762679586888
280,-704.0,200,1.34067792652026,0.8693277982470946
281,-686.0,200,1.2755598686286052,0.8688931343479711
282,-758.0,200,1.1474976660562899,0.8684586877807972
283,-496.0,157,1.365873856931109,0.8680244584369068
284,-686.0,200,1.2470729907562323,0.8675904462076884
285,-484.0,172,1.9274400743717328,0.8671566509845846
286,-490.0,151,1.6759095433891422,0.8667230726590923
287,-695.0,200,0.9840495829255258,0.8662897111227629
288,-812.0,200,1.1605535982332853,0.8658565662672015
289,-803.0,200,1.2754606795494912,0.865423637984068
290,-839.0,200,1.0501633041813938,0.864990926165076
291,-741.0,195,1.4327236982925666,0.8645584307019936
292,-686.0,200,1.2975942177881712,0.8641261514866426
293,-216.0,75,1.9152925703710029,0.8636940884108993
294,-740.0,200,1.0781666406913013,0.8632622413666939
295,-776.0,200,1.2437742398230112,0.8628306102460106
296,-767.0,200,1.2943581579465222,0.8623991949408877
297,-695.0,200,1.229687830184244,0.8619679953434173
298,-740.0,200,0.9462611488546281,0.8615370113457457
299,-758.0,200,1.1789817341253401,0.8611062428400729
300,-560.0,200,1.0375022201670514,0.8606756897186528
301,-749.0,200,0.9542216155537703,0.8602453518737936
302,-659.0,200,1.102811900105744,0.8598152291978567
303,-668.0,200,1.0910951738498902,0.8593853215832578
304,-713.0,200,1.0333171161420807,0.8589556289224661
305,-731.0,200,1.449620242124452,0.8585261511080049
306,-668.0,200,1.4866980133240366,0.858096888032451
307,-386.0,110,1.6418654393163579,0.8576678395884348
308,-650.0,200,1.108487434419628,0.8572390056686406
309,-552.0,186,1.6216217967597961,0.8568103861658064
310,-767.0,200,1.1683602896508807,0.8563819809727236
311,-502.0,145,1.2588070205279638,0.8559537899822373
312,-686.0,200,1.0184531481372863,0.8555258130872462
313,-740.0,200,1.3209867564638218,0.8550980501807026
314,-785.0,200,1.0684433353589606,0.8546705011556123
315,-262.0,76,1.6271825729531026,0.8542431659050345
316,-686.0,200,1.1352206325406287,0.853816044322082
317,-411.0,126,1.7279813602285812,0.8533891362999211
318,-686.0,200,1.269089564027083,0.8529624417317712
319,-765.0,192,1.337649176583047,0.8525359605109053
320,-659.0,200,1.0477603549425385,0.8521096925306499
321,-677.0,200,0.9913556256826555,0.8516836376843847
322,-414.0,129,1.5758697625814329,0.8512577958655425
323,-163.0,58,1.5101348155305776,0.8508321669676098
324,-57.0,33,1.5406632553614148,0.850406750884126
325,-623.0,200,1.1382202521547677,0.8499815475086839
326,-695.0,200,1.0337451410085523,0.8495565567349297
327,-339.0,117,1.9441806712848053,0.8491317784565623
328,-794.0,200,1.2269963447024343,0.8487072125673341
329,-458.0,128,1.5158870497051775,0.8482828589610505
330,-776.0,200,1.0362213317720625,0.84785871753157
331,-623.0,200,1.0284798267842559,0.8474347881728043
332,-496.0,139,2.0038973639282096,0.847011070778718
333,-722.0,200,1.0556896759994208,0.8465875652433287
334,-569.0,200,1.1505086141639163,0.846164271460707
335,-171.0,57,2.4565126772014403,0.8457411893249768
336,-352.0,112,1.7068216840990207,0.8453183187303144
337,-704.0,200,1.0286121072511898,0.8448956595709493
338,-722.0,200,1.2925621132951037,0.8444732117411639
339,-704.0,200,1.625426580513512,0.8440509751352934
340,-794.0,200,1.0794320213827573,0.8436289496477257
341,-722.0,200,1.13782238170187,0.8432071351729019
342,-569.0,185,1.3205261949739036,0.8427855316053156
343,-650.0,200,1.024987948201355,0.8423641388395129
344,-605.0,200,1.0882954669805986,0.8419429567700932
345,-695.0,200,1.1132741897049936,0.8415219852917082
346,-94.0,25,2.295754360845062,0.8411012242990624
347,-632.0,200,1.0618308020937584,0.8406806736869129
348,-740.0,200,0.977872873263413,0.8402603333500694
349,-273.0,87,1.9021751198519186,0.8398402031833945
350,-704.0,200,1.1002741950609651,0.8394202830818028
351,-668.0,200,1.1645738626147377,0.839000572940262
352,-677.0,200,1.3483242456198123,0.8385810726537919
353,-623.0,200,1.1449589850548538,0.8381617821174651
354,-450.0,147,1.5057244490919723,0.8377427012264064
355,-539.0,173,1.219098859153308,0.8373238298757932
356,-596.0,200,1.014219828881562,0.8369051679608553
357,-659.0,200,0.9873338618484842,0.8364867153768749
358,-749.0,200,1.0908176907060536,0.8360684720191865
359,-722.0,200,1.0434589916524282,0.835650437783177
360,-316.0,85,1.395852372698456,0.8352326125642855
361,-555.0,198,1.3814733281533005,0.8348149962580034
362,-731.0,200,1.2637061420637805,0.8343975887598745
363,-370.0,103,1.8985168943856716,0.8339803899654946
364,-686.0,200,1.048591246090578,0.833563399770512
365,-785.0,200,1.0788757529258313,0.8331466180706267
366,-659.0,200,0.958739060879893,0.8327300447615915
367,-298.0,94,2.002175775437617,0.8323136797392108
368,-614.0,200,0.9986612072817829,0.8318975228993413
369,-713.0,200,1.0036372597178156,0.8314815741378917
370,-597.0,195,1.4262796174414856,0.8310658333508228
371,-650.0,200,1.0614065001791668,0.8306503004341474
372,-632.0,200,0.9297956794616167,0.8302349752839304
373,-444.0,141,1.2496936236556966,0.8298198577962885
374,-218.0,68,1.5317338690951816,0.8294049478673904
375,-641.0,200,1.0521203867739826,0.8289902453934568
376,-704.0,200,1.1905523719112425,0.8285757502707601
377,-677.0,200,1.0865397248937367,0.8281614623956248
378,-632.0,200,1.126770372143517,0.8277473816644271
379,-578.0,200,0.9877319746702269,0.827333507973595
380,-704.0,200,1.1413894359943553,0.8269198412196082
381,-659.0,200,1.2032775915399327,0.8265063812989984
382,-803.0,200,1.006615149890859,0.826093128108349
383,-677.0,200,1.0623006949754046,0.8256800815442948
384,-668.0,200,1.0087103851746542,0.8252672415035227
385,-821.0,200,1.3468475697767803,0.824854607882771
386,-162.0,75,1.299111489157855,0.8244421805788297
387,-677.0,200,1.0879184641589255,0.8240299594885403
388,-233.0,74,1.4643121214638875,0.8236179445087961
389,-686.0,200,1.085342959435076,0.8232061355365418
390,-659.0,200,1.0850714522140443,0.8227945324687735
391,-713.0,200,1.034622832498972,0.8223831352025393
392,-641.0,200,1.0801131191619964,0.821971943634938
393,-749.0,200,0.9867151708566637,0.8215609576631205
394,-722.0,200,1.0034924242824872,0.8211501771842891
395,-248.0,80,1.8581348670530278,0.820739602095697
396,-704.0,200,0.9707606970970346,0.8203292322946492
397,-695.0,200,1.0600367412385416,0.8199190676785019
398,-201.0,78,2.369897088666995,0.8195091081446627
399,-695.0,200,1.2692883584062622,0.8190993535905904
400,-441.0,138,1.1114772651770832,0.8186898039137951
401,-668.0,200,1.0088432978367177,0.8182804590118382
402,-164.0,59,1.9384939680866655,0.8178713187823323
403,-275.0,89,1.494547777930398,0.8174623831229412
404,-337.0,106,1.4798348023969583,0.8170536519313798
405,-632.0,200,0.9915531897814214,0.8166451251054142
406,-668.0,200,1.1981685047382182,0.8162368025428616
407,-641.0,200,1.0745291234767305,0.8158286841415902
408,-445.0,124,1.3159010834630347,0.8154207697995194
409,-650.0,200,1.0059106104868243,0.8150130594146197
410,-641.0,200,1.0670751048538802,0.8146055528849124
411,-195.0,54,1.6267648192211042,0.81419825010847
412,-578.0,200,1.0290488737362886,0.8137911509834158
413,-432.0,156,1.3730429936218855,0.8133842554079241
414,-767.0,200,1.0139968830937252,0.8129775632802202
415,-605.0,200,1.0167696071195857,0.8125710744985801
416,-668.0,200,0.9523592556909319,0.8121647889613309
417,-641.0,200,1.008856536935107,0.8117587065668503
418,-691.0,190,1.322098604135862,0.8113528272135669
419,-362.0,113,1.9355873717454597,0.8109471507999602
420,-749.0,200,1.026730297596824,0.8105416772245603
421,-614.0,200,0.9887369634317283,0.8101364063859481
422,-722.0,200,1.0130644234118702,0.8097313381827551
423,-257.0,80,1.6345511619749893,0.8093264725136637
424,-641.0,200,1.0413763804883205,0.808921809277407
425,-598.0,187,1.4504526829904887,0.8085173483727683
426,-349.0,118,1.3681936737578522,0.808113089698582
427,-731.0,200,0.9694673522914122,0.8077090331537328
428,-686.0,200,1.0477630729990255,0.8073051786371559
429,-749.0,200,0.9810212992729835,0.8069015260478374
430,-668.0,200,1.0781386631784278,0.8064980752848135
431,-659.0,200,1.0253082507499842,0.8060948262471712
432,-596.0,200,1.2206770156922253,0.8056917788340476
433,-394.0,136,1.4627478681811357,0.8052889329446307
434,-236.0,77,1.239004917394902,0.8048862884781584
435,-107.0,38,2.0920299530374593,0.8044838453339194
436,-713.0,200,1.1425095780701962,0.8040816034112525
437,-650.0,200,1.0178447722395358,0.8036795626095469
438,-632.0,200,1.0221571614799154,0.8032777228282422
439,-193.0,70,1.6796918597099735,0.8028760839668281
440,-301.0,88,2.2863137308818553,0.8024746459248447
441,-596.0,200,1.0011209797784242,0.8020734086018824
442,-785.0,200,0.9977166013368753,0.8016723718975814
443,-278.0,92,2.2722842878569,0.8012715357116327
444,-624.0,195,1.2554319458994885,0.8008708999437769
445,-731.0,200,1.0007501557130438,0.8004704644938051
446,-304.0,109,1.2142809075908738,0.8000702292615582
447,-97.0,37,3.594974354414865,0.7996701941469275
448,-21.0,15,2.5202480392320514,0.7992703590498541
449,-659.0,200,1.3045986446732574,0.7988707238703292
450,-561.0,177,1.1964263402107342,0.7984712885083941
451,-623.0,200,0.9761018478847374,0.79807205286414
452,-231.0,81,2.1049334846704433,0.797673016837708
453,-704.0,200,1.0413558813352137,0.7972741803292892
454,-74.0,32,1.090722864233014,0.7968755432391246
455,-659.0,200,1.1317794641251906,0.796477105467505
456,-704.0,200,1.1654900821796126,0.7960788669147714
457,-396.0,138,1.2647047177255242,0.7956808274813141
458,-596.0,200,1.438607121301956,0.7952829870675735
459,-175.0,88,1.2854719873926364,0.7948853455740398
460,-659.0,200,0.9791709600389165,0.7944879029012528
461,-596.0,200,0.9807453507905904,0.7940906589498022
462,-73.0,31,2.121745063236803,0.7936936136203274
463,-587.0,200,1.0024385409039944,0.7932967668135174
464,-226.0,76,1.111085619286453,0.7929001184301107
465,-262.0,76,2.4449836790921347,0.7925036683708957
466,-216.0,93,1.2274845912484638,0.7921074165367102
467,-271.0,94,1.6756301656737544,0.7917113628284419
468,-198.0,75,2.3401600505111313,0.7913155071470277
469,-695.0,200,1.1499942261774132,0.7909198493934543
470,-695.0,200,1.2660025091313925,0.7905243894687576
471,-466.0,145,1.4569085065166438,0.7901291272740233
472,-560.0,176,1.4077975721167932,0.7897340627103864
473,-623.0,200,0.9772615281511573,0.7893391956790312
474,-704.0,200,0.9935401737076769,0.7889445260811917
475,-686.0,200,0.9929340987587055,0.7885500538181511
476,-623.0,200,0.9995438254395992,0.7881557787912421
477,-650.0,200,1.0023463538369577,0.7877617009018465
478,-659.0,200,1.5696490007277593,0.7873678200513956
479,-360.0,120,1.4305128965296707,0.7869741361413699
480,-623.0,200,1.0586796185577974,0.7865806490732993
481,-695.0,200,0.974261636272012,0.7861873587487627
482,-650.0,200,1.0844752551220387,0.7857942650693883
483,-623.0,200,0.9629644033643331,0.7854013679368537
484,-695.0,200,0.977570713689565,0.7850086672528853
485,-494.0,173,1.1546939677125891,0.784616162919259
486,-350.0,119,1.2638893556407924,0.7842238548377993
487,-96.0,45,1.4328843389579264,0.7838317429103805
488,-228.0,69,1.7397487930324482,0.7834398270389253
489,-349.0,109,1.1379025413553654,0.783048107125406
490,-161.0,65,1.7433311855508307,0.7826565830718433
491,-481.0,151,1.4705517161382833,0.7822652547803074
492,-623.0,200,0.9363257735484177,0.7818741221529173
493,-695.0,200,1.0071239396243756,0.7814831850918409
494,-641.0,200,0.981326034260665,0.781092443499295
495,-440.0,191,1.6676207678283939,0.7807018972775454
496,-239.0,89,1.1487268747718966,0.7803115463289066
497,-677.0,200,0.9593078158228141,0.7799213905557423
498,-641.0,200,1.0338198804925138,0.7795314298604644
499,-758.0,200,0.9907345454368969,0.7791416641455342
500,-138.0,51,1.3771933832331014,0.7787520933134615
501,-127.0,40,2.167615069566895,0.7783627172668048
502,-695.0,200,0.9417499568573805,0.7779735359081715
503,-641.0,200,0.9758369939018833,0.7775845491402175
504,-183.0,78,1.5643477361524576,0.7771957568656473
505,-259.0,100,1.392305162515802,0.7768071589872145
506,-758.0,200,1.024034402446952,0.776418755407721
507,-143.0,56,2.3515225350018256,0.7760305460300172
508,-659.0,200,1.0207809194161235,0.7756425307570022
509,-632.0,200,1.1007569561589885,0.7752547094916237
510,-244.0,76,1.4528544847907194,0.7748670821368779
511,-297.0,84,1.91178991192338,0.7744796485958095
512,-199.0,67,2.588072129889223,0.7740924087715116
513,-686.0,200,0.9914793832383224,0.773705362567126
514,-423.0,120,1.2518683355991869,0.7733185098858425
515,-285.0,99,1.307255957968614,0.7729318506308996
516,-214.0,73,2.2601293703973244,0.7725453847055842
517,-316.0,139,1.3041671049070336,0.7721591120132315
518,-302.0,107,1.6724168501092256,0.771773032457225
519,-116.0,56,2.13085279279563,0.7713871459409963
520,-659.0,200,0.9917396574471603,0.7710014523680259
521,-162.0,57,1.3007231464127258,0.7706159516418419
522,-149.0,53,2.2794073557072396,0.770230643666021
523,-305.0,119,1.2185213900893084,0.7698455283441881
524,-114.0,54,1.3760362546896678,0.769460605580016
