state_id,energy,oxygen,food,fuel,hull,event,energy_lvl,oxygen_lvl,food_lvl,fuel_lvl,hull_lvl,mhi,crisp_risk,status,greedy_action,greedy_qvalue,appropriate_action
184,critical/low,stable/mid,optimal/high,critical/low,stable/mid,Normal,0,1,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
185,critical/low,stable/mid,optimal/high,critical/low,stable/mid,Solar Storm,0,1,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
186,critical/low,stable/mid,optimal/high,critical/low,stable/mid,Asteroid Impact,0,1,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
187,critical/low,stable/mid,optimal/high,critical/low,stable/mid,Safe Zone,0,1,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
188,critical/low,stable/mid,optimal/high,critical/low,optimal/high,Normal,0,1,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
189,critical/low,stable/mid,optimal/high,critical/low,optimal/high,Solar Storm,0,1,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
190,critical/low,stable/mid,optimal/high,critical/low,optimal/high,Asteroid Impact,0,1,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
191,critical/low,stable/mid,optimal/high,critical/low,optimal/high,Safe Zone,0,1,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
192,critical/low,stable/mid,optimal/high,stable/mid,critical/low,Normal,0,1,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
193,critical/low,stable/mid,optimal/high,stable/mid,critical/low,Solar Storm,0,1,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
194,critical/low,stable/mid,optimal/high,stable/mid,critical/low,Asteroid Impact,0,1,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
195,critical/low,stable/mid,optimal/high,stable/mid,critical/low,Safe Zone,0,1,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
196,critical/low,stable/mid,optimal/high,stable/mid,stable/mid,Normal,0,1,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
197,critical/low,stable/mid,optimal/high,stable/mid,stable/mid,Solar Storm,0,1,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
198,critical/low,stable/mid,optimal/high,stable/mid,stable/mid,Asteroid Impact,0,1,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
199,critical/low,stable/mid,optimal/high,stable/mid,stable/mid,Safe Zone,0,1,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
200,critical/low,stable/mid,optimal/high,stable/mid,optimal/high,Normal,0,1,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
201,critical/low,stable/mid,optimal/high,stable/mid,optimal/high,Solar Storm,0,1,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
202,critical/low,stable/mid,optimal/high,stable/mid,optimal/high,Asteroid Impact,0,1,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
203,critical/low,stable/mid,optimal/high,stable/mid,optimal/high,Safe Zone,0,1,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
204,critical/low,stable/mid,optimal/high,optimal/high,critical/low,Normal,0,1,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
205,critical/low,stable/mid,optimal/high,optimal/high,critical/low,Solar Storm,0,1,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
206,critical/low,stable/mid,optimal/high,optimal/high,critical/low,Asteroid Impact,0,1,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
207,critical/low,stable/mid,optimal/high,optimal/high,critical/low,Safe Zone,0,1,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
208,critical/low,stable/mid,optimal/high,optimal/high,stable/mid,Normal,0,1,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
209,critical/low,stable/mid,optimal/high,optimal/high,stable/mid,Solar Storm,0,1,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
210,critical/low,stable/mid,optimal/high,optimal/high,stable/mid,Asteroid Impact,0,1,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
211,critical/low,stable/mid,optimal/high,optimal/high,stable/mid,Safe Zone,0,1,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
212,critical/low,stable/mid,optimal/high,optimal/high,optimal/high,Normal,0,1,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
213,critical/low,stable/mid,optimal/high,optimal/high,optimal/high,Solar Storm,0,1,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
214,critical/low,stable/mid,optimal/high,optimal/high,optimal/high,Asteroid Impact,0,1,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
215,critical/low,stable/mid,optimal/high,optimal/high,optimal/high,Safe Zone,0,1,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
216,critical/low,optimal/high,critical/low,critical/low,critical/low,Normal,0,2,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
217,critical/low,optimal/high,critical/low,critical/low,critical/low,Solar Storm,0,2,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
218,critical/low,optimal/high,critical/low,critical/low,critical/low,Asteroid Impact,0,2,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
219,critical/low,optimal/high,critical/low,critical/low,critical/low,Safe Zone,0,2,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
220,critical/low,optimal/high,critical/low,critical/low,stable/mid,Normal,0,2,0,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
221,critical/low,optimal/high,critical/low,critical/low,stable/mid,Solar Storm,0,2,0,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
222,critical/low,optimal/high,critical/low,critical/low,stable/mid,Asteroid Impact,0,2,0,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
223,critical/low,optimal/high,critical/low,critical/low,stable/mid,Safe Zone,0,2,0,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
224,critical/low,optimal/high,critical/low,critical/low,optimal/high,Normal,0,2,0,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
225,critical/low,optimal/high,critical/low,critical/low,optimal/high,Solar Storm,0,2,0,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
226,critical/low,optimal/high,critical/low,critical/low,optimal/high,Asteroid Impact,0,2,0,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
227,critical/low,optimal/high,critical/low,critical/low,optimal/high,Safe Zone,0,2,0,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
228,critical/low,optimal/high,critical/low,stable/mid,critical/low,Normal,0,2,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
229,critical/low,optimal/high,critical/low,stable/mid,critical/low,Solar Storm,0,2,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
230,critical/low,optimal/high,critical/low,stable/mid,critical/low,Asteroid Impact,0,2,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
231,critical/low,optimal/high,critical/low,stable/mid,critical/low,Safe Zone,0,2,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
232,critical/low,optimal/high,critical/low,stable/mid,stable/mid,Normal,0,2,0,1,1,0.2811,2.1566,WARNING,Life Support,0.0,True
233,critical/low,optimal/high,critical/low,stable/mid,stable/mid,Solar Storm,0,2,0,1,1,0.2811,2.1566,WARNING,Life Support,0.0,True
234,critical/low,optimal/high,critical/low,stable/mid,stable/mid,Asteroid Impact,0,2,0,1,1,0.2811,2.1566,WARNING,Life Support,0.0,True
235,critical/low,optimal/high,critical/low,stable/mid,stable/mid,Safe Zone,0,2,0,1,1,0.2811,2.1566,WARNING,Life Support,0.0,True
236,critical/low,optimal/high,critical/low,stable/mid,optimal/high,Normal,0,2,0,1,2,0.2811,2.1566,WARNING,Life Support,0.0,True
237,critical/low,optimal/high,critical/low,stable/mid,optimal/high,Solar Storm,0,2,0,1,2,0.2811,2.1566,WARNING,Life Support,0.0,True
238,critical/low,optimal/high,critical/low,stable/mid,optimal/high,Asteroid Impact,0,2,0,1,2,0.2811,2.1566,WARNING,Life Support,0.0,True
239,critical/low,optimal/high,critical/low,stable/mid,optimal/high,Safe Zone,0,2,0,1,2,0.2811,2.1566,WARNING,Life Support,0.0,True
240,critical/low,optimal/high,critical/low,optimal/high,critical/low,Normal,0,2,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
241,critical/low,optimal/high,critical/low,optimal/high,critical/low,Solar Storm,0,2,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
242,critical/low,optimal/high,critical/low,optimal/high,critical/low,Asteroid Impact,0,2,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
243,critical/low,optimal/high,critical/low,optimal/high,critical/low,Safe Zone,0,2,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
244,critical/low,optimal/high,critical/low,optimal/high,stable/mid,Normal,0,2,0,2,1,0.2811,2.1566,WARNING,Life Support,0.0,True
245,critical/low,optimal/high,critical/low,optimal/high,stable/mid,Solar Storm,0,2,0,2,1,0.2811,2.1566,WARNING,Life Support,0.0,True
246,critical/low,optimal/high,critical/low,optimal/high,stable/mid,Asteroid Impact,0,2,0,2,1,0.2811,2.1566,WARNING,Life Support,0.0,True
247,critical/low,optimal/high,critical/low,optimal/high,stable/mid,Safe Zone,0,2,0,2,1,0.2811,2.1566,WARNING,Life Support,0.0,True
248,critical/low,optimal/high,critical/low,optimal/high,optimal/high,Normal,0,2,0,2,2,0.2811,2.1566,WARNING,Life Support,0.0,True
249,critical/low,optimal/high,critical/low,optimal/high,optimal/high,Solar Storm,0,2,0,2,2,0.2811,2.1566,WARNING,Life Support,0.0,True
250,critical/low,optimal/high,critical/low,optimal/high,optimal/high,Asteroid Impact,0,2,0,2,2,0.2811,2.1566,WARNING,Life Support,0.0,True
251,critical/low,optimal/high,critical/low,optimal/high,optimal/high,Safe Zone,0,2,0,2,2,0.2811,2.1566,WARNING,Life Support,0.0,True
252,critical/low,optimal/high,stable/mid,critical/low,critical/low,Normal,0,2,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
253,critical/low,optimal/high,stable/mid,critical/low,critical/low,Solar Storm,0,2,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
254,critical/low,optimal/high,stable/mid,critical/low,critical/low,Asteroid Impact,0,2,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
255,critical/low,optimal/high,stable/mid,critical/low,critical/low,Safe Zone,0,2,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
256,critical/low,optimal/high,stable/mid,critical/low,stable/mid,Normal,0,2,1,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
257,critical/low,optimal/high,stable/mid,critical/low,stable/mid,Solar Storm,0,2,1,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
258,critical/low,optimal/high,stable/mid,critical/low,stable/mid,Asteroid Impact,0,2,1,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
259,critical/low,optimal/high,stable/mid,critical/low,stable/mid,Safe Zone,0,2,1,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
260,critical/low,optimal/high,stable/mid,critical/low,optimal/high,Normal,0,2,1,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
261,critical/low,optimal/high,stable/mid,critical/low,optimal/high,Solar Storm,0,2,1,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
262,critical/low,optimal/high,stable/mid,critical/low,optimal/high,Asteroid Impact,0,2,1,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
263,critical/low,optimal/high,stable/mid,critical/low,optimal/high,Safe Zone,0,2,1,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
264,critical/low,optimal/high,stable/mid,stable/mid,critical/low,Normal,0,2,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
265,critical/low,optimal/high,stable/mid,stable/mid,critical/low,Solar Storm,0,2,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
266,critical/low,optimal/high,stable/mid,stable/mid,critical/low,Asteroid Impact,0,2,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
267,critical/low,optimal/high,stable/mid,stable/mid,critical/low,Safe Zone,0,2,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
268,critical/low,optimal/high,stable/mid,stable/mid,stable/mid,Normal,0,2,1,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
269,critical/low,optimal/high,stable/mid,stable/mid,stable/mid,Solar Storm,0,2,1,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
270,critical/low,optimal/high,stable/mid,stable/mid,stable/mid,Asteroid Impact,0,2,1,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
271,critical/low,optimal/high,stable/mid,stable/mid,stable/mid,Safe Zone,0,2,1,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
272,critical/low,optimal/high,stable/mid,stable/mid,optimal/high,Normal,0,2,1,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
273,critical/low,optimal/high,stable/mid,stable/mid,optimal/high,Solar Storm,0,2,1,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
274,critical/low,optimal/high,stable/mid,stable/mid,optimal/high,Asteroid Impact,0,2,1,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
275,critical/low,optimal/high,stable/mid,stable/mid,optimal/high,Safe Zone,0,2,1,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
276,critical/low,optimal/high,stable/mid,optimal/high,critical/low,Normal,0,2,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
277,critical/low,optimal/high,stable/mid,optimal/high,critical/low,Solar Storm,0,2,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
278,critical/low,optimal/high,stable/mid,optimal/high,critical/low,Asteroid Impact,0,2,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
279,critical/low,optimal/high,stable/mid,optimal/high,critical/low,Safe Zone,0,2,1,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
280,critical/low,optimal/high,stable/mid,optimal/high,stable/mid,Normal,0,2,1,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
281,critical/low,optimal/high,stable/mid,optimal/high,stable/mid,Solar Storm,0,2,1,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
282,critical/low,optimal/high,stable/mid,optimal/high,stable/mid,Asteroid Impact,0,2,1,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
283,critical/low,optimal/high,stable/mid,optimal/high,stable/mid,Safe Zone,0,2,1,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
284,critical/low,optimal/high,stable/mid,optimal/high,optimal/high,Normal,0,2,1,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
285,critical/low,optimal/high,stable/mid,optimal/high,optimal/high,Solar Storm,0,2,1,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
286,critical/low,optimal/high,stable/mid,optimal/high,optimal/high,Asteroid Impact,0,2,1,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
287,critical/low,optimal/high,stable/mid,optimal/high,optimal/high,Safe Zone,0,2,1,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
288,critical/low,optimal/high,optimal/high,critical/low,critical/low,Normal,0,2,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
289,critical/low,optimal/high,optimal/high,critical/low,critical/low,Solar Storm,0,2,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
290,critical/low,optimal/high,optimal/high,critical/low,critical/low,Asteroid Impact,0,2,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
291,critical/low,optimal/high,optimal/high,critical/low,critical/low,Safe Zone,0,2,2,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
292,critical/low,optimal/high,optimal/high,critical/low,stable/mid,Normal,0,2,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
293,critical/low,optimal/high,optimal/high,critical/low,stable/mid,Solar Storm,0,2,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
294,critical/low,optimal/high,optimal/high,critical/low,stable/mid,Asteroid Impact,0,2,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
295,critical/low,optimal/high,optimal/high,critical/low,stable/mid,Safe Zone,0,2,2,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
296,critical/low,optimal/high,optimal/high,critical/low,optimal/high,Normal,0,2,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
297,critical/low,optimal/high,optimal/high,critical/low,optimal/high,Solar Storm,0,2,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
298,critical/low,optimal/high,optimal/high,critical/low,optimal/high,Asteroid Impact,0,2,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
299,critical/low,optimal/high,optimal/high,critical/low,optimal/high,Safe Zone,0,2,2,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
300,critical/low,optimal/high,optimal/high,stable/mid,critical/low,Normal,0,2,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
301,critical/low,optimal/high,optimal/high,stable/mid,critical/low,Solar Storm,0,2,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
302,critical/low,optimal/high,optimal/high,stable/mid,critical/low,Asteroid Impact,0,2,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
303,critical/low,optimal/high,optimal/high,stable/mid,critical/low,Safe Zone,0,2,2,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
304,critical/low,optimal/high,optimal/high,stable/mid,stable/mid,Normal,0,2,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
305,critical/low,optimal/high,optimal/high,stable/mid,stable/mid,Solar Storm,0,2,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
306,critical/low,optimal/high,optimal/high,stable/mid,stable/mid,Asteroid Impact,0,2,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
307,critical/low,optimal/high,optimal/high,stable/mid,stable/mid,Safe Zone,0,2,2,1,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
308,critical/low,optimal/high,optimal/high,stable/mid,optimal/high,Normal,0,2,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
309,critical/low,optimal/high,optimal/high,stable/mid,optimal/high,Solar Storm,0,2,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
310,critical/low,optimal/high,optimal/high,stable/mid,optimal/high,Asteroid Impact,0,2,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
311,critical/low,optimal/high,optimal/high,stable/mid,optimal/high,Safe Zone,0,2,2,1,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
312,critical/low,optimal/high,optimal/high,optimal/high,critical/low,Normal,0,2,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
313,critical/low,optimal/high,optimal/high,optimal/high,critical/low,Solar Storm,0,2,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
314,critical/low,optimal/high,optimal/high,optimal/high,critical/low,Asteroid Impact,0,2,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
315,critical/low,optimal/high,optimal/high,optimal/high,critical/low,Safe Zone,0,2,2,2,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
316,critical/low,optimal/high,optimal/high,optimal/high,stable/mid,Normal,0,2,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
317,critical/low,optimal/high,optimal/high,optimal/high,stable/mid,Solar Storm,0,2,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
318,critical/low,optimal/high,optimal/high,optimal/high,stable/mid,Asteroid Impact,0,2,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
319,critical/low,optimal/high,optimal/high,optimal/high,stable/mid,Safe Zone,0,2,2,2,1,0.1145,2.6566,CRITICAL,Life Support,0.0,True
320,critical/low,optimal/high,optimal/high,optimal/high,optimal/high,Normal,0,2,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
321,critical/low,optimal/high,optimal/high,optimal/high,optimal/high,Solar Storm,0,2,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
322,critical/low,optimal/high,optimal/high,optimal/high,optimal/high,Asteroid Impact,0,2,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
323,critical/low,optimal/high,optimal/high,optimal/high,optimal/high,Safe Zone,0,2,2,2,2,0.1145,2.6566,CRITICAL,Life Support,0.0,True
324,stable/mid,critical/low,critical/low,critical/low,critical/low,Normal,1,0,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
325,stable/mid,critical/low,critical/low,critical/low,critical/low,Solar Storm,1,0,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
326,stable/mid,critical/low,critical/low,critical/low,critical/low,Asteroid Impact,1,0,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
327,stable/mid,critical/low,critical/low,critical/low,critical/low,Safe Zone,1,0,0,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
328,stable/mid,critical/low,critical/low,critical/low,stable/mid,Normal,1,0,0,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
329,stable/mid,critical/low,critical/low,critical/low,stable/mid,Solar Storm,1,0,0,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
330,stable/mid,critical/low,critical/low,critical/low,stable/mid,Asteroid Impact,1,0,0,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
331,stable/mid,critical/low,critical/low,critical/low,stable/mid,Safe Zone,1,0,0,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
332,stable/mid,critical/low,critical/low,critical/low,optimal/high,Normal,1,0,0,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
333,stable/mid,critical/low,critical/low,critical/low,optimal/high,Solar Storm,1,0,0,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
334,stable/mid,critical/low,critical/low,critical/low,optimal/high,Asteroid Impact,1,0,0,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
335,stable/mid,critical/low,critical/low,critical/low,optimal/high,Safe Zone,1,0,0,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
336,stable/mid,critical/low,critical/low,stable/mid,critical/low,Normal,1,0,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
337,stable/mid,critical/low,critical/low,stable/mid,critical/low,Solar Storm,1,0,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
338,stable/mid,critical/low,critical/low,stable/mid,critical/low,Asteroid Impact,1,0,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
339,stable/mid,critical/low,critical/low,stable/mid,critical/low,Safe Zone,1,0,0,1,0,0.2811,2.1566,WARNING,Life Support,0.0,True
340,stable/mid,critical/low,critical/low,stable/mid,stable/mid,Normal,1,0,0,1,1,0.2811,2.1566,WARNING,Life Support,0.0,True
341,stable/mid,critical/low,critical/low,stable/mid,stable/mid,Solar Storm,1,0,0,1,1,0.2811,2.1566,WARNING,Life Support,0.0,True
342,stable/mid,critical/low,critical/low,stable/mid,stable/mid,Asteroid Impact,1,0,0,1,1,0.2811,2.1566,WARNING,Life Support,0.0,True
343,stable/mid,critical/low,critical/low,stable/mid,stable/mid,Safe Zone,1,0,0,1,1,0.2811,2.1566,WARNING,Life Support,0.0,True
344,stable/mid,critical/low,critical/low,stable/mid,optimal/high,Normal,1,0,0,1,2,0.2811,2.1566,WARNING,Life Support,0.0,True
345,stable/mid,critical/low,critical/low,stable/mid,optimal/high,Solar Storm,1,0,0,1,2,0.2811,2.1566,WARNING,Life Support,0.0,True
346,stable/mid,critical/low,critical/low,stable/mid,optimal/high,Asteroid Impact,1,0,0,1,2,0.2811,2.1566,WARNING,Life Support,0.0,True
347,stable/mid,critical/low,critical/low,stable/mid,optimal/high,Safe Zone,1,0,0,1,2,0.2811,2.1566,WARNING,Life Support,0.0,True
348,stable/mid,critical/low,critical/low,optimal/high,critical/low,Normal,1,0,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
349,stable/mid,critical/low,critical/low,optimal/high,critical/low,Solar Storm,1,0,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
350,stable/mid,critical/low,critical/low,optimal/high,critical/low,Asteroid Impact,1,0,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
351,stable/mid,critical/low,critical/low,optimal/high,critical/low,Safe Zone,1,0,0,2,0,0.2811,2.1566,WARNING,Life Support,0.0,True
352,stable/mid,critical/low,critical/low,optimal/high,stable/mid,Normal,1,0,0,2,1,0.2811,2.1566,WARNING,Life Support,0.0,True
353,stable/mid,critical/low,critical/low,optimal/high,stable/mid,Solar Storm,1,0,0,2,1,0.2811,2.1566,WARNING,Life Support,0.0,True
354,stable/mid,critical/low,critical/low,optimal/high,stable/mid,Asteroid Impact,1,0,0,2,1,0.2811,2.1566,WARNING,Life Support,0.0,True
355,stable/mid,critical/low,critical/low,optimal/high,stable/mid,Safe Zone,1,0,0,2,1,0.2811,2.1566,WARNING,Life Support,0.0,True
356,stable/mid,critical/low,critical/low,optimal/high,optimal/high,Normal,1,0,0,2,2,0.2811,2.1566,WARNING,Life Support,0.0,True
357,stable/mid,critical/low,critical/low,optimal/high,optimal/high,Solar Storm,1,0,0,2,2,0.2811,2.1566,WARNING,Life Support,0.0,True
358,stable/mid,critical/low,critical/low,optimal/high,optimal/high,Asteroid Impact,1,0,0,2,2,0.2811,2.1566,WARNING,Life Support,0.0,True
359,stable/mid,critical/low,critical/low,optimal/high,optimal/high,Safe Zone,1,0,0,2,2,0.2811,2.1566,WARNING,Life Support,0.0,True
360,stable/mid,critical/low,stable/mid,critical/low,critical/low,Normal,1,0,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
361,stable/mid,critical/low,stable/mid,critical/low,critical/low,Solar Storm,1,0,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
362,stable/mid,critical/low,stable/mid,critical/low,critical/low,Asteroid Impact,1,0,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
363,stable/mid,critical/low,stable/mid,critical/low,critical/low,Safe Zone,1,0,1,0,0,0.2811,2.1566,WARNING,Life Support,0.0,True
364,stable/mid,critical/low,stable/mid,critical/low,stable/mid,Normal,1,0,1,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
365,stable/mid,critical/low,stable/mid,critical/low,stable/mid,Solar Storm,1,0,1,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
366,stable/mid,critical/low,stable/mid,critical/low,stable/mid,Asteroid Impact,1,0,1,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
367,stable/mid,critical/low,stable/mid,critical/low,stable/mid,Safe Zone,1,0,1,0,1,0.2811,2.1566,WARNING,Life Support,0.0,True
368,stable/mid,critical/low,stable/mid,critical/low,optimal/high,Normal,1,0,1,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
369,stable/mid,critical/low,stable/mid,critical/low,optimal/high,Solar Storm,1,0,1,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
370,stable/mid,critical/low,stable/mid,critical/low,optimal/high,Asteroid Impact,1,0,1,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
371,stable/mid,critical/low,stable/mid,critical/low,optimal/high,Safe Zone,1,0,1,0,2,0.2811,2.1566,WARNING,Life Support,0.0,True
372,stable/mid,critical/low,stable/mid,stable/mid,critical/low,Normal,1,0,1,1,0,0.1145,2.6566,CRITICAL,Life Support,0.0,True
