episode,v1_reward,v2_reward,v3_reward,v1_steps,v2_steps,v3_steps
50,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
51,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
52,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
53,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
54,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
55,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
56,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
57,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
58,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
59,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
60,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
61,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
62,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
63,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
64,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
65,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
66,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
67,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
68,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
69,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
70,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
71,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
72,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
73,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
74,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
75,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
76,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
77,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
78,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
79,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
80,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
81,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
82,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
83,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
84,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
85,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
86,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
87,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
88,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
89,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
90,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
91,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
92,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
93,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
94,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
95,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
96,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
97,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
98,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
99,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
100,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
101,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
102,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
103,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
104,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
105,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
106,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
107,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
108,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
109,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
110,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
111,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
112,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
113,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
114,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
115,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
116,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
117,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
118,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
119,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
120,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
121,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
122,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
123,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
124,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
125,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
126,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
127,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
128,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
129,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
130,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
131,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
132,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
133,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
134,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
135,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
136,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
137,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
138,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
139,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
140,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
141,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
142,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
143,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
144,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
145,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
146,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
147,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
148,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
149,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
150,-710.9300000000001,-956.5883333333333,-13.556666666666663,192.4099999999999,190.25666666666655,3.026666666666667
151,-710.27,-954.8733333333334,-13.626666666666663,192.4099999999999,190.02333333333323,3.016666666666667
152,-709.1899999999999,-954.8733333333334,-13.86333333333333,192.14999999999992,190.02333333333323,2.9533333333333336
153,-709.0699999999999,-954.5133333333333,-13.856666666666662,192.14999999999992,190.02333333333323,2.953333333333333
154,-708.92,-954.0183333333334,-13.879999999999995,192.14999999999992,190.02333333333323,2.95
155,-708.9799999999999,-953.8383333333334,-13.943333333333328,192.1499999999999,190.02333333333323,2.9266666666666667
156,-708.7399999999999,-953.4783333333334,-13.959999999999997,192.1499999999999,190.0233333333332,2.9133333333333336
157,-708.3199999999999,-953.0733333333335,-13.959999999999997,192.1499999999999,190.0233333333332,2.9133333333333336
158,-707.51,-953.8483333333335,-13.959999999999997,192.1499999999999,190.16999999999987,2.91
159,-707.4499999999998,-955.3183333333335,-13.959999999999997,192.14999999999986,190.59999999999985,2.9100000000000006
160,-707.3299999999999,-955.0033333333334,-13.959999999999997,192.14999999999986,190.59999999999985,2.9100000000000006
161,-705.6099999999999,-954.9133333333336,-13.959999999999997,191.84999999999988,190.59999999999985,2.91
162,-705.79,-954.9583333333336,-13.98333333333333,191.84999999999988,190.59999999999985,2.9066666666666667
163,-705.7599999999999,-951.5083333333334,-13.936666666666664,191.84999999999988,190.04999999999987,2.9166666666666665
164,-703.7999999999998,-951.2383333333333,-13.91333333333333,191.3699999999999,190.04999999999987,2.92
165,-703.1999999999998,-950.4733333333334,-13.91333333333333,191.3699999999999,190.04999999999987,2.9200000000000004
166,-703.11,-950.6083333333333,-13.91333333333333,191.3699999999999,190.04999999999987,2.9200000000000004
167,-702.2800000000001,-950.6533333333333,-13.889999999999997,191.3599999999999,190.04999999999987,2.9333333333333336
168,-703.0033333333332,-950.4733333333334,-13.866666666666664,191.62333333333322,190.04999999999987,2.936666666666667
169,-702.5833333333333,-950.6983333333333,-13.866666666666664,191.62333333333322,190.04999999999987,2.9233333333333333
170,-702.8233333333333,-950.8333333333333,-13.866666666666664,191.62333333333322,190.04999999999987,2.94
171,-702.1333333333333,-948.2083333333333,-13.866666666666664,191.62333333333322,189.59999999999988,2.936666666666667
172,-702.1033333333334,-948.2533333333333,-13.866666666666664,191.62333333333322,189.59999999999988,2.936666666666667
173,-700.62,-947.9183333333334,-13.866666666666664,191.25999999999988,189.59666666666655,2.936666666666667
174,-700.32,-948.0983333333332,-13.889999999999997,191.25999999999988,189.59666666666655,2.9333333333333336
175,-699.4300000000002,-946.8833333333333,-13.819999999999997,191.18999999999988,189.59666666666652,2.9433333333333334
176,-698.8600000000001,-943.9833333333333,-13.819999999999997,191.1899999999999,189.1133333333332,2.9433333333333334
177,-698.4700000000003,-943.8933333333334,-13.819999999999997,191.1899999999999,189.1133333333332,2.9466666666666668
178,-697.2500000000002,-940.8783333333333,-13.819999999999997,190.9399999999999,188.5833333333332,2.9466666666666668
179,-696.7400000000002,-940.6083333333333,-13.726666666666663,190.93999999999988,188.5833333333332,2.9600000000000004
180,-696.4100000000003,-940.2033333333333,-13.726666666666663,190.93999999999988,188.5833333333332,2.963333333333333
181,-696.3200000000003,-939.9783333333332,-13.77333333333333,190.93999999999988,188.5833333333332,2.96
182,-695.9900000000002,-937.3833333333333,-13.749999999999996,190.93999999999988,188.15333333333322,2.96
183,-695.7800000000002,-936.7533333333333,-13.77333333333333,190.93999999999988,188.15333333333322,2.9599999999999995
184,-695.5700000000003,-936.8433333333334,-13.77333333333333,190.93999999999988,188.15333333333322,2.963333333333333
185,-695.1800000000002,-936.0783333333334,-13.889999999999993,190.93999999999988,188.15333333333322,2.9533333333333327
186,-694.1800000000003,-935.3583333333333,-13.913333333333329,190.7899999999999,188.15333333333322,2.9466666666666663
187,-693.4000000000003,-933.7583333333334,-13.959999999999997,190.7899999999999,188.05666666666656,2.94
188,-692.1566666666669,-933.9383333333335,-13.889999999999995,190.5466666666666,188.05666666666656,2.953333333333333
189,-690.3733333333334,-932.2733333333335,-13.913333333333329,190.18333333333325,187.79666666666657,2.9366666666666665
190,-690.21,-931.6433333333334,-13.91333333333333,190.17999999999992,187.79666666666657,2.9366666666666665
191,-691.1800000000001,-932.0433333333334,-13.91333333333333,190.44999999999993,187.93333333333322,2.9366666666666665
192,-689.1766666666666,-931.9983333333334,-14.006666666666664,190.0766666666666,187.93333333333322,2.916666666666667
193,-687.8466666666667,-931.6833333333335,-13.959999999999997,189.7166666666666,187.93333333333322,2.92
194,-687.6666666666667,-929.3733333333336,-13.98333333333333,189.7166666666666,187.5433333333332,2.916666666666666
195,-686.26,-926.6883333333334,-14.12333333333333,189.51999999999995,187.0733333333332,2.873333333333333
196,-686.08,-926.3733333333334,-14.23333333333333,189.51999999999995,187.0733333333332,2.8333333333333335
197,-685.8100000000001,-925.1583333333334,-14.256666666666664,189.51999999999995,187.07333333333324,2.83
198,-685.8100000000001,-924.7983333333333,-14.256666666666664,189.51999999999992,187.07333333333324,2.8500000000000005
199,-685.81,-924.6633333333333,-14.23333333333333,189.51999999999992,187.0733333333332,2.8600000000000003
200,-685.6,-924.3933333333333,-14.23333333333333,189.5199999999999,187.0733333333332,2.86
201,-685.5400000000001,-922.1833333333333,-14.209999999999997,189.5199999999999,186.8399999999999,2.8699999999999997
202,-685.21,-923.4833333333332,-14.319999999999997,189.5199999999999,187.06666666666655,2.8566666666666665
203,-683.6500000000001,-922.8533333333332,-14.319999999999997,189.0499999999999,187.06666666666655,2.86
204,-683.4400000000002,-920.0783333333333,-14.27333333333333,189.0499999999999,186.57666666666657,2.873333333333333
205,-682.4166666666667,-919.4933333333333,-14.27333333333333,188.83666666666653,186.57666666666657,2.8733333333333335
206,-681.9966666666669,-919.4033333333332,-14.27333333333333,188.83666666666653,186.57666666666657,2.8833333333333333
207,-681.8200000000002,-921.5883333333334,-14.216666666666663,188.81999999999988,187.00333333333322,2.9
208,-680.7866666666669,-921.4083333333333,-14.216666666666663,188.66666666666654,187.00333333333322,2.9
209,-678.6533333333335,-921.1383333333333,-14.216666666666663,188.22333333333322,187.00333333333325,2.903333333333333
210,-679.0800000000003,-920.2383333333332,-14.216666666666663,188.3199999999999,187.00333333333325,2.903333333333333
211,-677.2900000000002,-916.8733333333332,-14.333333333333329,187.91999999999993,186.50999999999993,2.88
212,-676.3900000000002,-916.5583333333333,-14.286666666666662,187.9199999999999,186.50999999999993,2.8866666666666667
213,-674.4633333333337,-916.0183333333332,-14.309999999999995,187.56333333333325,186.5099999999999,2.8833333333333333
214,-673.7300000000002,-916.1983333333333,-14.309999999999995,187.40999999999994,186.5099999999999,2.88
215,-671.1933333333335,-916.1983333333333,-14.263333333333328,186.8333333333333,186.5099999999999,2.8899999999999997
216,-670.8033333333335,-913.9233333333332,-14.239999999999995,186.8333333333333,186.08333333333326,2.893333333333333
217,-669.0700000000003,-911.5283333333332,-14.286666666666662,186.42999999999995,185.7266666666666,2.8866666666666663
218,-667.2700000000002,-911.1233333333332,-14.286666666666662,185.98999999999995,185.72666666666657,2.88
219,-667.5100000000002,-910.5383333333332,-14.309999999999995,185.98999999999995,185.72666666666657,2.8866666666666663
220,-666.8800000000001,-909.6383333333331,-14.309999999999995,185.98999999999992,185.72666666666657,2.8866666666666663
221,-666.58,-908.7833333333332,-14.269999999999996,185.98999999999992,185.72666666666657,2.8899999999999997
222,-666.07,-908.2883333333332,-14.22333333333333,185.98999999999992,185.72666666666657,2.8899999999999992
223,-663.9466666666667,-905.8583333333332,-14.22333333333333,185.46666666666658,185.28666666666655,2.8933333333333326
224,-663.5866666666667,-903.4033333333333,-14.22333333333333,185.46666666666655,184.91999999999993,2.8933333333333326
225,-663.1066666666667,-903.0883333333333,-14.22333333333333,185.46666666666655,184.91999999999993,2.8933333333333326
226,-662.5666666666668,-902.9533333333331,-14.199999999999996,185.46666666666655,184.9199999999999,2.8666666666666654
227,-661.8800000000001,-902.5033333333333,-14.29333333333333,185.4199999999999,184.9199999999999,2.853333333333332
228,-661.4300000000001,-902.0533333333334,-14.246666666666663,185.4199999999999,184.9199999999999,2.866666666666666
229,-660.7100000000002,-902.0083333333333,-14.22333333333333,185.41999999999993,184.91999999999987,2.869999999999999
230,-659.7800000000001,-904.6383333333333,-14.22333333333333,185.41999999999993,185.43333333333322,2.8899999999999992
231,-660.5200000000002,-904.1783333333334,-14.199999999999996,185.6999999999999,185.31666666666658,2.899999999999999
232,-660.4600000000003,-903.6833333333335,-14.176666666666662,185.6999999999999,185.31666666666658,2.8966666666666656
233,-660.4900000000001,-902.0233333333335,-14.199999999999996,185.6999999999999,185.11999999999992,2.8766666666666656
234,-660.5800000000002,-900.7183333333335,-14.106666666666662,185.6999999999999,185.11999999999992,2.8899999999999992
235,-660.1066666666668,-898.8283333333335,-14.139999999999995,185.68666666666655,184.73999999999992,2.869999999999999
236,-659.686666666667,-897.6183333333335,-14.179999999999996,185.68666666666658,184.54333333333327,2.8599999999999994
237,-657.9600000000002,-897.3483333333336,-14.196666666666662,185.31999999999994,184.54333333333327,2.8466666666666662
238,-657.7800000000002,-897.2283333333336,-14.219999999999995,185.31999999999994,184.60333333333324,2.84
239,-656.876666666667,-895.7433333333336,-14.219999999999995,185.1466666666666,184.46333333333325,2.8366666666666664
240,-656.396666666667,-895.4283333333335,-14.219999999999995,185.1466666666666,184.46333333333325,2.8366666666666664
241,-655.9466666666669,-895.2933333333334,-14.336666666666662,185.1466666666666,184.46333333333325,2.82
242,-655.6466666666669,-895.2033333333334,-14.196666666666662,185.1466666666666,184.46333333333328,2.83
243,-653.8133333333334,-892.9883333333333,-14.196666666666662,184.70333333333326,184.1366666666666,2.83
244,-653.0166666666668,-892.3483333333334,-14.126666666666662,184.6066666666666,184.04999999999995,2.8466666666666667
245,-652.6266666666669,-890.0333333333334,-14.126666666666662,184.6066666666666,183.68666666666664,2.8466666666666667
246,-652.2966666666669,-888.3133333333334,-14.126666666666665,184.6066666666666,183.47999999999996,2.846666666666667
247,-651.0166666666669,-887.4133333333334,-14.126666666666665,184.28666666666658,183.47999999999996,2.846666666666667
248,-650.4466666666668,-886.7383333333335,-14.126666666666662,184.28666666666658,183.47999999999996,2.8500000000000005
249,-650.3266666666669,-885.3733333333334,-14.126666666666662,184.28666666666655,183.32999999999996,2.8600000000000003
250,-649.5900000000001,-882.5083333333336,-14.009999999999994,184.21999999999989,182.83999999999997,2.88
251,-649.1233333333334,-880.3833333333336,-14.033333333333328,184.12333333333322,182.48333333333332,2.876666666666667
252,-648.7033333333335,-880.2483333333336,-14.079999999999995,184.12333333333325,182.48333333333332,2.8600000000000003
253,-648.0133333333334,-880.9233333333336,-14.033333333333328,184.12333333333325,182.48333333333332,2.86
254,-646.5166666666668,-880.3833333333337,-14.03333333333333,183.62666666666658,182.48333333333332,2.8566666666666665
255,-645.1733333333335,-879.6633333333338,-14.03333333333333,183.4033333333332,182.48333333333332,2.8499999999999996
256,-645.0633333333335,-878.4383333333336,-14.03333333333333,183.4933333333332,182.30666666666667,2.8499999999999996
257,-644.5833333333336,-878.1683333333337,-14.196666666666662,183.49333333333323,182.30666666666664,2.8099999999999996
258,-643.9233333333334,-876.3133333333337,-14.243333333333329,183.4933333333332,182.06999999999994,2.809999999999999
259,-642.3766666666668,-876.3133333333337,-14.219999999999997,183.21666666666653,182.06999999999994,2.8133333333333326
260,-640.8300000000003,-875.6783333333337,-14.24333333333333,182.87999999999988,181.95666666666662,2.809999999999999
261,-640.8000000000003,-877.8283333333335,-14.243333333333329,182.8799999999999,182.35999999999996,2.809999999999999
262,-640.3500000000003,-877.5583333333335,-14.196666666666662,182.8799999999999,182.35999999999996,2.816666666666666
263,-639.646666666667,-877.2883333333334,-14.173333333333328,182.57666666666657,182.35999999999993,2.8266666666666653
264,-639.3766666666669,-875.1283333333333,-14.173333333333328,182.57666666666657,181.94999999999993,2.819999999999999
